"","temp","wdsp","visib","num_offences"
"1703",60.8,10.2,10,0.662304149754167
"1715",62.8,6,10,0.558280405654847
"1723",73.5,7.6,9.7,0.779330861865901
"1733",75.2,7.8,9.6,0.740321957828657
"1743",75.3,9.5,10,0.116179493232739
"1753",70.2,4.5,10,0.0641676211830795
"1763",70.7,6.3,8.9,0.792333829878316
"1773",63.1,7.7,6.7,0.792333829878316
"1783",64,9,9.6,-0.000847218878995183
"1793",67.5,3.2,9.9,0.961372414039711
"1803",68.1,3.6,8.2,0.376238853481038
"1815",68.1,6.2,8.4,0.337229949443793
"1821",60.7,6.6,10,2.1706484391943
"1832",59.3,8.6,9.7,0.441253693543113
"1843",64.2,4.4,10,0.584286341679677
"1853",69.7,3.5,9.5,1.58551487863563
"1863",72.4,4,6.4,2.27467218329362
"1873",74.2,7.3,7.8,0.441253693543113
"1883",67.3,13,8.5,-0.286912515152124
"1893",59.7,6.8,10,-0.0658620589410699
"1903",63.6,6.7,5.8,-0.663998587512157
"1915",69,3.5,8.8,0.207200269319644
"1923",70.4,4,9.8,0.974375382052125
"1933",73.6,4.5,7.9,1.01338428608937
"1943",75.7,8.7,9.9,0.766327893853486
"1953",76.2,10,10,-0.156882835027974
"1963",65.8,9,10,0.948369446027296
"1973",66,6,9.7,-0.650995619499742
"1983",77.3,7.9,7.8,1.32545551838733
"1993",78.7,6.7,9.8,0.688310085778997
"2003",79.4,8.2,10,0.532274469630017
"2015",74.5,6.3,10,0.714316021803827
"2023",74.9,8.5,10,0.701313053791412
"2033",73.6,4,10,0.662304149754167
"2043",74.4,3.5,10,1.1304109982011
"2053",75.2,5.1,10,1.87158017490876
"2063",79.5,7.5,10,1.41647629447423
"2073",74.7,4.1,10,1.02638725410179
"2083",77.2,7.2,9.9,1.45548519851148
"2093",79.4,5.8,10,0.571283373667262
"2104",81.3,8,10,0.532274469630017
"2115",77.1,10.2,10,0.675307117766582
"2123",78.2,10.9,10,0.766327893853486
"2143",79.6,11.7,9.7,1.28644661435008
"2153",75.7,10,10,0.0771705891954945
"2163",72.2,7.4,10,0.493265565592773
"2173",72.7,4.6,10,0.636298213729337
"2183",73.3,6.6,10,1.11740803018869
"2193",73.2,7,10,1.50749707056114
"2203",75.3,6.7,10,1.63752675068529
"2215",71.8,4.4,6.9,0.285218077394134
"2223",75.1,4.8,8,1.11740803018869
"2233",72.9,6.6,10,0.883354605965221
"2243",71.2,3.6,10,0.480262597580358
"2253",73.8,7.9,10,0.792333829878316
"2263",78.2,8.5,10,1.10440506217627
"2273",76.6,6.1,9.8,1.33845848639974
"2283",78.7,5.2,9.6,1.84557423888393
"2293",78.6,6.2,9.6,0.233206205344474
"2303",73.6,6.4,9.5,0.506268533605188
"2315",71.7,11.1,9.7,0.909360541990051
"2323",64.8,13.6,10,1.52050003857355
"2333",68.7,6.7,10,1.75455346279702
"2343",72.1,9.3,10,1.58551487863563
"2353",71.5,9.8,9.8,1.07839912615144
"2363",65,11.5,10,0.0121557491334198
"2373",63.4,8.9,10,0.571283373667262
"2383",61.9,6,10,0.896357573977636
"2393",63.1,3.6,9.9,0.532274469630017
"2403",65.5,4.2,9.7,1.07839912615144
"2415",67.6,5.7,7.7,0.493265565592773
"2423",68.4,3.3,5.4,1.00038131807696
"2433",71,2.8,6,0.285218077394134
"2452",80.3,7.1,9.9,1.01338428608937
"2463",81,6.9,10,1.97560391900808
"2473",74.4,5.4,9.9,1.19542583826318
"2483",75.4,6.1,9.6,0.571283373667262
"2493",79.9,7.9,9.9,1.23443474230042
"2503",81.5,7.3,10,1.10440506217627
"2515",77,6.5,9.3,-0.0788650269534848
"2523",70.2,6.5,10,-0.156882835027974
"2533",64,4,9.7,-0.833037171673551
"2543",61.9,8.2,9.7,-0.416942195276273
"2553",57.6,10,10,0.0121557491334198
"2563",58.1,6.2,10,0.142185429257569
"2573",65.3,9.2,10,0.883354605965221
"2583",72.9,11.2,10,1.16941990223835
"2593",70.5,9.7,10,0.558280405654847
"2603",71.7,9.7,10,-0.0788650269534848
"2615",72,7.4,7.9,0.883354605965221
"2623",65.5,9.7,8.3,0.896357573977636
"2633",60.4,2.6,10,1.14341396621352
"2643",62.1,4.6,9.9,0.155188397269984
"2653",64.6,3.3,9.9,0.701313053791412
"2663",68.2,3.4,10,1.42947926248665
"2673",66.7,4.6,9.9,-0.0658620589410699
"2683",65.5,7.2,9.4,1.14341396621352
"2693",67,6.9,9.5,0.896357573977636
"2703",67.4,6.3,9.9,1.02638725410179
"2715",69.6,4.3,10,0.389241821493453
"2723",64.4,9.6,8.9,-0.690004523536987
"2733",56.7,14.3,10,-0.585980779437668
"2741",55.2,14.5,10,2.1706484391943
"2753",55,16.4,10,0.98737835006454
"2763",52.1,16.3,9.5,-0.182888771052804
"2773",51.9,11,9.7,-0.898052011735626
"2783",57,6.8,7.8,0.415247757518283
"2793",60.2,4.5,8.1,0.376238853481038
"2803",62,6,9.5,-0.0658620589410699
"2815",61.7,6.8,10,-0.286912515152124
"2823",60.4,9.9,9.7,0.935366478014881
"2833",53.2,4.2,9.7,0.0771705891954945
"2843",61.5,9.3,10,0.155188397269984
"2853",67.1,12.4,10,0.116179493232739
"2863",55.7,13.4,10,0.233206205344474
"2873",52.3,6.9,10,0.532274469630017
"2883",54.8,8.9,10,1.20842880627559
"2893",48.9,9.7,10,0.142185429257569
"2903",42.5,9.2,10,-0.221897675090049
"2915",44.6,3.9,10,-0.624989683474912
"2923",54.9,13.9,10,0.844345701927976
"2933",63.7,11.5,10,0.805336797890731
"2943",62.7,8.8,9.9,0.922363510002466
"2953",59.8,6.7,10,0.662304149754167
"2963",55,9.3,10,0.701313053791412
"2973",61.8,12.1,8.7,0.545277437642432
"2983",51.3,5.8,10,0.0641676211830795
"2993",49.2,3.6,10,0.753324925841071
"3003",53.2,9.4,9.8,-0.937060915772871
"3015",52.7,12.6,5.3,-0.533968907388008
"3023",40.6,16,10,-0.703007491549402
"3033",45.5,5.8,10,0.688310085778997
"3043",46.8,9.4,7.2,-0.0268531549038251
"3063",57.9,8.4,10,0.805336797890731
"3073",58.4,6.2,10,0.337229949443793
"3083",57.5,6.6,4.8,0.883354605965221
"3093",63.8,10.5,9.5,0.402244789505868
"3103",55.5,16,9.5,0.311224013418963
"3115",44.3,9,10,-0.416942195276273
"3123",40.8,4.3,9.8,-0.234900643102464
"3133",41.7,2.6,9.9,-0.507962971363178
"3143",45.1,2.3,9.8,-1.08009356390944
"3153",47.9,8.8,10,-0.455951099313518
"3163",48.4,19.1,8.5,-0.390936259251443
"3173",41.7,17.5,10,-0.572977811425253
"3183",38.9,6.8,10,-0.351927355214199
"3193",52.5,8.3,10,-0.0138501868914101
"3203",51.6,9.7,10,0.272215109381719
"3215",51,13.5,7.6,-0.716010459561817
"3223",58.4,19.6,9.7,-0.507962971363178
"3233",44.6,16.1,10,-0.351927355214199
"3243",35.9,10,10,-0.11787393099073
"3253",31.9,8.6,1.9,-2.53642598129991
"3263",19.1,7.9,9.8,-2.64044972539923
"3273",28.4,9.1,10,-0.950063883785286
"3283",31.6,4.8,9.1,-1.50919150831913
"3293",38.3,10.8,9.8,-1.34015292415773
"3303",52,14.1,9.1,-1.73024196453018
"3313",45.5,14.4,5.7,-1.43117370024464
"3323",34.7,10.7,10,-0.846040139685966
"3333",32.7,6.5,10,-1.44417666825705
"3343",40.1,8.4,10,-0.716010459561817
"3353",41.6,9.4,7.3,0.961372414039711
"3363",34.8,6.7,6.7,-0.0918679949658998
"3373",33,9.3,8.9,-0.169885803040389
"3383",36.6,8.4,7.5,-0.299915483164539
"3393",35.8,7.1,5,-0.208894707077634
"3403",35.8,5.6,6.9,-0.468954067325933
"3415",33.7,4.2,3.9,-0.442948131301103
"3423",40,9.8,6.6,0.129182461245154
"3433",46,8.3,8.9,-0.494960003350763
"3443",48.3,12.8,10,-0.416942195276273
"3453",45.9,8.6,10,0.246209173356889
"3463",49.7,3.4,5.6,0.376238853481038
"3473",55,8.2,5.7,-0.937060915772871
"3483",54.7,15,8.4,0.207200269319644
"3493",41.3,8.3,10,0.909360541990051
"3503",43.3,12.9,9,-0.0138501868914101
"3515",33.4,15,10,0.0641676211830795
"3523",27.7,11,10,-0.911054979748041
"3533",23.3,11.2,10,-0.742016395586647
"3543",34.2,10.6,10,-0.390936259251443
"3553",46.3,13.3,7,-0.950063883785286
"3563",39.3,6.9,5,-0.377933291239028
"3573",47.1,11.3,4.3,0.402244789505868
"3583",42.1,15.9,10,-0.624989683474912
"3602",39.1,8.9,8,-1.08009356390944
"3614",38.4,12.9,6.3,-1.24913214807083
"3623",33.5,17.9,6.7,-2.69246159744889
"3633",33.5,10.6,7.2,-1.28814105210807
"3643",28.8,7.2,8.6,-1.56120338036879
"3653",27,8,9.6,-1.45717963626947
"2105",27,9.6,10,-2.03417287831538
"374",26.8,11.4,10,-1.49121303375734
"416",26.9,9.5,9.6,-1.38779211098438
"515",25.5,8.2,10,-1.37486449563776
"615",28.3,7.5,10,-1.36193688029114
"714",36,6.7,10,-0.340655267908151
"815",38.5,6.6,6.3,0.137666499916793
"915",37.1,5.2,2.6,-1.0775293426655
"1016",19,15.8,8.3,-1.76269295603636
"1116",5.1,8.7,8.9,-2.84861264515245
"1214",14,14.6,6.5,-2.39614610802075
"1316",6.7,8.6,10,-1.02581888127902
"1416",30.6,7.7,10,0.0083903464505921
"1516",39.9,11.4,9.2,0.0083903464505921
"1616",28.4,11.9,9.3,-1.05167411197226
"1716",7.5,14.2,10,-2.53834987683357
"1816",0.6,12.9,10,-2.82275741445921
"1916",5.8,6.7,10,-1.5946339565303
"2016",16.7,3.5,8.2,-1.47828541841072
"2116",19,2.9,9.9,-1.28437118821142
"2216",23.7,7.5,7.1,-0.418220959987871
"2316",27.8,6.4,9.4,-0.146741037708849
"2416",27.1,7.6,8.9,-0.754338958999994
"2516",30.6,6.8,8.5,0.137666499916793
"2616",32.7,14.4,7.6,-1.2068054961317
"2716",27.6,10,10,-0.831904651079714
"2816",34.1,13.8,10,0.241087422689754
"2916",28.3,9.5,10,0.163521730610033
"3016",37.5,9.7,10,0.124738884570173
"3116",42.2,6.5,7.6,-0.883615112466195
"3216",36,5.5,9.2,1.54677657269838
"3314",34.5,9.8,5.4,-1.54292349514382
"3416",35.6,9.9,5.6,-0.663845651573653
"3516",26.7,9.9,9.8,-0.818977035733094
"3615",28.9,6.2,9.9,-0.948253189199295
"375",30.5,6.9,9.2,-0.482859036720972
"384",37.6,10.5,9.9,-1.50414064910396
"394",30.9,9.1,9.7,-2.1117385703951
"404",19.3,12.2,6.1,-2.43492895406061
"417",13.6,11.2,9.2,-2.1763766471282
"424",13,7.2,10,-1.95660718623566
"434",19.1,10.8,9.8,-1.11631218870536
"444",9.4,11.7,10,-1.76269295603636
"454",13.9,8.3,8.1,-2.83568502980583
"464",20.7,7.3,4.1,-2.33150803128765
"474",27.5,3.8,8.1,-1.400719726331
"484",28.4,6.3,7.9,-1.19387788078508
"494",29.6,9.5,9.9,-0.676773266920273
"503",47.5,22.5,9.9,0.538422575662016
"516",49.1,14.1,10,-0.405293344641251
"524",39.6,8.2,10,-0.340655267908151
"534",35.1,3.4,10,-1.21973311147832
"544",35.6,4.5,9.4,-1.3360816495979
"554",34.8,16.6,7.5,-2.00831764762214
"564",33.4,16.4,8.8,-0.444076190681111
"574",31.1,9.4,10,0.0859560385303127
"584",36.7,10.7,9.9,-0.534569498107452
"594",51.7,16.9,10,-1.41364734167762
"604",40.8,14.1,10,-1.12923980405198
"616",28.3,15.1,8.2,1.08138242022006
"624",20.6,7.6,10,-1.5946339565303
"634",30.1,6.7,6.1,-1.50414064910396
"644",30.1,6,9.7,-0.379438113948011
"654",33.5,8.2,6.5,-0.431148575334491
"664",38.8,9.2,9.2,-0.25016196048181
"674",51.3,13,10,0.796974882594418
"684",61.8,13.3,10,-0.133813422362229
"694",61.1,10.6,9.2,-0.702628497613513
"704",49,6.7,10,-0.22430672978857
"715",42.7,4.8,9.9,-0.00453726889602799
"724",43.3,3.7,7.8,0.163521730610033
"734",46.8,8,6.4,-1.36193688029114
"744",46.9,4.4,6,-0.637990420880413
"754",49.5,7.6,7,-0.26308957582843
"764",52.6,19.9,9.4,0.150594115263413
"774",47.4,15,10,0.0601008078370725
"784",41.3,8.3,10,0.745264421207938
"794",38.5,7.3,10,-0.444076190681111
"804",36.8,8.4,10,-0.625062805533793
"816",38.4,5.7,10,-0.444076190681111
"824",47.8,10.2,10,-0.146741037708849
"834",41.6,11.5,8.2,-0.612135190187173
"844",37.1,11.7,4.2,-0.728483728306753
"854",34.5,8.2,10,-0.21137911444195
"864",40.1,6.7,9.7,0.0213179617972122
"874",46.9,6.8,9.3,-1.32315403425128
"884",45.1,10.8,9.9,0.0988836538769328
"894",43.7,5.1,9.7,0.0730284231836926
"904",48.9,11.3,10,-0.22430672978857
"916",59.8,16.3,9.1,0.266942653382994
"924",44.9,8.3,9.9,1.21065857368626
"934",35.2,15.8,8,-1.06460172731888
"944",40.1,13.4,10,-0.353582883254771
"954",40.6,14.1,9.6,-0.948253189199295
"964",33.5,7.5,10,-0.728483728306753
"974",44.5,10.2,8.2,-0.948253189199295
"984",40,12.5,9.1,0.111811269223553
"994",36.9,11,7.8,-1.38779211098438
"1004",30,11.8,9.6,-0.573352344147312
"1017",37.1,14.3,8.9,-0.379438113948011
"1024",47.7,10.3,7.5,-0.741411343653374
"1034",39.7,8,10,-0.418220959987871
"1044",42.7,6.9,10,-0.23723434513519
"1054",47.7,6.7,10,-0.547497113454072
"1064",53.5,6.7,10,1.00381672814034
"1074",57.6,6,9.9,0.0083903464505921
"1084",62.5,5,10,-0.32772765256153
"1094",65.7,3.3,10,0.0601008078370725
"1104",54,9.2,10,-0.392365729294631
"1117",58.1,9,10,-0.560424728800692
"1124",61.6,6.7,7,-0.25016196048181
"1134",51.2,9.5,8.9,-0.0303924995892682
"1144",47.6,7.2,10,-0.508714267414212
"1154",56.2,6.9,10,0.292797884076234
"1164",69,10.7,10,0.318653114769474
"1174",53.4,11.1,7.3,-0.521641882760832
"1184",44,12.6,9,-0.935325573852675
"1194",44.9,10.1,8.5,-0.0174648842426481
"1204",44.3,7.6,6.9,-0.185523883748709
"1215",44.8,10.3,7.1,-1.6592720332634
"1224",45.2,11.8,3.5,1.12016526625992
"1234",49.3,10.7,9.4,0.305725499422854
"1244",52.8,6.1,10,0.0213179617972122
"1254",52.3,11.1,9.5,-0.663845651573653
"1264",48.8,11.4,10,-0.418220959987871
"1274",59.2,5.2,10,0.784047267247798
"1284",64.6,12.3,9.9,0.111811269223553
"1294",55,4.1,10,-0.0562477302825084
"1304",55.9,10.1,10,-0.0174648842426481
"1317",54.2,9.5,2.9,-0.26308957582843
"1324",58.2,5.7,3.7,0.318653114769474
"1334",61.2,7.7,6,-0.560424728800692
"1344",57.6,10.1,9.8,0.965033882100479
"1354",46.3,12,9.1,-0.133813422362229
"1364",45,8.5,10,0.0730284231836926
"1374",55.7,10.7,10,0.628915883088357
"1384",54.3,9.4,10,-0.534569498107452
"1394",52,7.1,10,0.874540574674139
"1404",55.2,3.9,10,0.396218806849195
"1417",58.5,5.6,10,0.926251036060619
"1424",62.5,8.3,10,0.758192036554558
"1434",66.2,6.4,10,0.215232191996514
"1444",66.1,5.7,10,0.628915883088357
"1454",71.9,9.3,10,0.900395805367379
"1464",75.9,8.2,9.7,-0.159668653055469
"1474",71.1,8.2,8.9,0.435001652889055
"1484",74.2,8.1,9.5,0.861612959327518
"1494",73,12.8,10,0.745264421207938
"1504",71.8,11.6,9.8,0.835757728634278
"1517",74.5,5.6,10,1.12016526625992
"1521",72.6,7.7,9.2,0.292797884076234
"1544",70.1,5.9,10,0.861612959327518
"1554",70.1,3.1,10,1.14602049695316
"1564",68.8,6.9,9.3,1.21065857368626
"1574",68.2,9.8,9.9,0.564277806355256
"1584",71.2,10.3,10,0.758192036554558
"1594",63.3,10.3,10,0.266942653382994
"1604",60.7,6,10,0.137666499916793
"1617",61,6.1,9.8,-0.0821029609757486
"1624",73.8,7.5,9.5,0.409146422195815
"1634",82.4,8.1,10,1.06845480487344
"1644",71.4,10.5,10,1.53384895735176
"1654",67.9,5.7,10,0.784047267247798
"1664",74.1,6.7,10,1.31407949645922
"1674",78.4,8.8,10,0.732336805861318
"1684",74.4,10,10,1.13309288160654
"1694",70.8,8.1,10,1.24944141972612
"1704",74.3,5.2,10,0.383291191502575
"1717",77.7,5.7,10,1.00381672814034
"1724",83.4,11.6,10,1.59848703408486
"1734",75.5,8.7,10,1.18480334299302
"1744",71.8,6.2,10,0.202304576649894
"1754",70.3,6.7,7.2,0.874540574674139
"1764",70.9,7.4,10,0.952106266753859
"1774",76.7,7,10,1.02967195883358
"1784",81.3,9.2,9.8,0.538422575662016
"1794",79.6,9.1,10,0.486712114275536
"1804",68.2,9.9,10,0.435001652889055
"1817",66.8,5.2,9.9,0.913323420713999
"1822",69.4,6.9,10,1.46921088061866
"1844",65.5,4.1,10,0.292797884076234
"1854",68,6,10,0.628915883088357
"1864",70.8,6.5,9.6,1.48213849596528
"1874",75.5,6.1,9.4,2.08973641725643
"1884",77.4,8.7,9.1,0.111811269223553
"1894",76.8,5.4,9.8,0.732336805861318
"1904",75.9,8.3,6.8,0.732336805861318
"1917",73.1,9.8,10,-0.0562477302825084
"1924",72.4,3.8,10,0.344508345462715
"1934",78.3,8.4,10,-0.418220959987871
"1944",81.1,11.9,9.9,0.603060652395117
"1954",77.8,7.8,10,-0.0950305763223687
"1964",76,12.3,10,0.460856883582295
"1974",70.8,8.9,9.3,1.45628326527204
"1984",67.3,4.4,10,0.603060652395117
"1994",70.5,9.6,10,0.719409190514697
"2004",78.6,5.1,10,0.848685343980898
"2017",78.6,4.1,10,0.745264421207938
"2024",78.8,5.4,9.9,1.18480334299302
"2034",81,7.2,9.7,0.667698729128217
"2044",79.2,8,9.5,0.758192036554558
"2054",84.6,3.7,10,1.0425995741802
"2064",78.5,11.2,9.1,0.732336805861318
"2074",79,7.2,10,1.21065857368626
"2084",78.9,3.1,10,1.85703934101727
"2094",79.3,3.2,10,0.796974882594418
"2106",76.8,5,9,0.525494960315396
"2117",73.2,6.6,9,0.887468190020759
"2132",72.7,6,9.9,1.02967195883358
"2144",74.7,5.2,10,1.92167741775037
"2154",77.2,4.8,10,0.771119651901178
"2164",79.6,3.1,10,0.499639729622156
"2174",80.7,4.6,9.8,0.771119651901178
"2184",78.2,6.7,10,1.66312511081796
"2194",75.7,6.8,10,1.22358618903288
"2204",74.7,4.4,10,1.35286234249908
"2217",76.9,8.7,10,0.913323420713999
"2224",77.7,5.7,10,-0.107958191668989
"2234",80.4,3.6,10,-0.146741037708849
"2244",81.7,7.9,9.9,1.53384895735176
"2254",79.9,5.3,9.1,0.163521730610033
"2264",77,7.3,8.5,1.21065857368626
"2274",76.7,4.8,10,1.41750041923218
"2284",74.5,6,10,1.41750041923218
"2294",76.5,7,9.9,1.06845480487344
"2304",77,6,10,1.66312511081796
"2317",76.9,4.4,9.6,0.435001652889055
"2324",75.3,7.9,9.9,0.771119651901178
"2334",74.7,9.2,9.7,1.4304280345788
"2344",66.4,9.7,10,0.680626344474837
"2354",67.1,3.8,10,-0.0691753456291285
"2364",70.5,9.1,10,0.254015038036374
"2374",74.9,10.7,9.1,1.15894811229978
"2384",76.4,5.3,10,0.473784498928916
"2394",72.4,5.5,10,0.900395805367379
"2404",73.6,7.2,8.9,1.1072376509133
"2417",76.9,5.2,10,0.926251036060619
"2424",75.7,5.4,9.6,1.94753264844361
"2434",75.6,3.4,7.1,0.279870268729614
"2441",72.9,8.5,10,0.603060652395117
"2464",67.6,7.9,10,0.848685343980898
"2474",67.9,5.2,10,1.24944141972612
"2484",69,6,10,0.590133037048497
"2494",73.2,8.2,10,1.14602049695316
"2504",82.2,8.5,10,0.357435960809335
"2517",82.5,8,9.7,-0.133813422362229
"2524",76.3,8.5,9.7,0.796974882594418
"2534",73.8,4.6,10,1.09431003556668
"2544",68.8,8.3,9.7,0.435001652889055
"2554",64.7,5.2,10,0.318653114769474
"2564",66.5,7.5,10,0.771119651901178
"2574",72.2,7,10,0.680626344474837
"2584",69.4,7.9,9.7,1.12016526625992
"2594",68.2,6.4,10,1.15894811229978
"2604",72,10.2,10,0.952106266753859
"2617",73.9,8.7,9.2,1.3011518811126
"2624",69.1,3.5,10,0.615988267741737
"2634",71.4,6.4,10,-0.27601719117505
"2644",74.8,7.5,10,0.758192036554558
"2654",70.2,6.3,9.5,-0.0303924995892682
"2664",71.4,4.1,9.7,1.26236903507274
"2674",71.7,7.3,9.1,1.44335564992542
"2684",68.5,8.3,10,1.28822426576598
"2694",71.7,7.9,10,0.977961497447099
"2704",65.9,13,10,0.396218806849195
"2717",60.1,12.2,10,0.0213179617972122
"2724",56,9.5,9.7,-1.2714435728648
"2734",60.7,13.9,9.2,-0.405293344641251
"2742",61.8,11,8.5,0.499639729622156
"2754",61,6.8,8,1.66312511081796
"2764",59.7,6.3,7.9,-0.340655267908151
"2774",61.9,3.2,9.7,0.499639729622156
"2784",65.2,7.1,10,0.124738884570173
"2794",68.7,9.6,10,0.926251036060619
"2804",65.8,4.4,8.9,0.266942653382994
"2817",65.2,9.1,9.8,1.67605272616458
"2824",52.4,6.3,10,-0.23723434513519
"2834",55.9,6.6,9.7,-0.663845651573653
"2844",56,4.5,10,-0.120885807015609
"2854",63,8.6,10,-0.469931421374352
"2864",62.3,10.3,8.7,0.163521730610033
"2874",47.9,6.9,9.8,-0.508714267414212
"2884",50.2,5,9.6,1.13309288160654
"2894",58,10,8.5,1.15894811229978
"2904",68.5,8.6,9.2,0.732336805861318
"2917",71.8,12.5,9.9,1.08138242022006
"2924",73.9,14.1,10,0.525494960315396
"2934",60.4,3.3,10,-0.27601719117505
"2944",54.8,9.3,10,-0.21137911444195
"2954",47.7,12,10,0.344508345462715
"2964",46.6,6.5,10,0.512567344968776
"2974",55,7.3,9.8,0.667698729128217
"2984",53.7,9.2,10,0.473784498928916
"2994",46,3.6,10,0.0342455771438323
"3004",47.8,11.5,7.9,-0.444076190681111
"3017",47.6,7.6,7.3,-0.0303924995892682
"3024",48.9,6.6,9.5,0.887468190020759
"3034",65.8,11.2,9.9,1.26236903507274
"3044",54.5,9.6,9.3,0.680626344474837
"3053",47.9,6.6,10,1.72776318755107
"3074",62.3,4.6,7.5,0.202304576649894
"3084",56,4.8,6.6,0.641843498434977
"3094",52.8,4.4,10,0.641843498434977
"3104",54.7,5.9,10,1.13309288160654
"3117",56.1,3.4,9.7,0.254015038036374
"3124",53.8,3.8,9.9,0.0601008078370725
"3134",55.7,7.4,9.8,-1.15509503474522
"3144",49.5,8.1,10,-0.689700882266893
"3154",49.4,10.1,10,-0.133813422362229
"3164",49.4,12.1,10,0.835757728634278
"3174",41.8,6.7,10,0.603060652395117
"3184",44.6,7.8,10,-0.948253189199295
"3194",48.4,6.9,10,-0.818977035733094
"3204",46,3,6.3,-0.27601719117505
"3217",48.1,3.3,8.3,0.473784498928916
"3224",54.6,10.3,7.9,1.00381672814034
"3234",62,14.8,9.5,0.784047267247798
"3244",37.9,18.5,10,-0.728483728306753
"3254",29.2,9.5,10,-0.909470343159435
"3264",30.1,4.7,10,-0.650918036227033
"3274",32.8,5.4,10,-0.146741037708849
"3284",39.8,9.2,5.2,-0.444076190681111
"3294",40.3,7.8,8.7,-2.57713272287343
"3304",37.3,7,8.7,-0.573352344147312
"3315",37.8,6.6,10,-0.185523883748709
"3324",37.8,7.2,5.8,-0.521641882760832
"3334",44.1,15.2,7.8,-0.521641882760832
"3344",49.7,12.6,9.3,-0.457003806027731
"3354",40.8,8.3,9.9,-0.469931421374352
"3364",37.5,12.5,10,1.14602049695316
"3374",37.4,8.8,10,1.31407949645922
"3384",33.3,6.1,10,0.318653114769474
"3394",31.5,2.9,6.5,-1.7885481867296
"3404",31.9,7.6,5.1,-0.715556112960133
"3417",32.9,6.5,4.4,-0.586279959493932
"3424",26.2,13.2,10,-0.948253189199295
"3434",21.3,15.9,10,-1.64634441791678
"3444",22.9,9.8,9.5,-0.844832266426334
"3454",20.1,7.4,9.5,-1.56877872583706
"3464",26,8.4,2.6,-2.86154026049907
"3474",25.2,10.2,5.6,-1.34900926494452
"3484",15,7.6,8.3,-2.047100493662
"3494",9.6,11.6,10,-1.5946339565303
"3504",3.9,13,9.9,-1.9824624169289
"3517",11.7,7.7,9.4,-0.495786652067592
"3524",20.4,6.6,5.5,-1.54292349514382
"3534",11.3,13.2,6.4,-2.68055364564639
"3544",-0.6,8.8,10,-0.948253189199295
"3554",19.6,14.5,10,-0.521641882760832
"3564",26,7.9,10,-0.0562477302825084
"3574",34.1,9.2,10,-0.405293344641251
"3584",30.6,6.1,9.1,-0.0691753456291285
"3591",34.9,5.1,6.1,-1.67219964861002
"3616",45.1,14.5,5.8,-1.11631218870536
"3624",28,13.9,10,-0.909470343159435
"3634",29.6,8.5,10,-0.146741037708849
"3644",33.6,14.1,9.8,-1.11631218870536
"3654",29.3,12,9.9,0.111811269223553
"3661",35.5,13.8,10,-0.379438113948011
"2107",34,5.2,7.2,-1.74284244516849
"376",38.2,5.9,2.4,-0.230177575650561
"418",18.2,14.9,9.7,-1.75724877725914
"517",9.3,11.5,9.9,-1.77165510934978
"617",4.4,10.2,10,-1.91571843025625
"716",6.5,8,10,-1.67081078471526
"817",9.2,8.2,10,-2.05978175116272
"917",21.5,11.1,9.7,-0.302209236103796
"1018",37.5,18,8.5,-0.417459892828972
"1118",31.6,12.1,8.3,-1.02252584063614
"1216",26.1,10.9,6,-1.29624615035844
"1318",19.9,8.5,10,0.951141655782488
"1418",28.9,4.9,9.9,-0.70558653464191
"1518",26,2.4,9.6,-1.12337016527067
"1618",32.6,3.7,5.7,-1.18099549363326
"1718",37.2,7.4,4.2,-0.417459892828972
"1818",34.7,9.2,5.1,-0.388647228647678
"1918",35.8,5.7,4.2,0.0579490661623776
"2018",39,6.2,2.7,0.70623401024149
"2118",48.2,7.2,4.6,0.749453006513431
"2218",42.8,4.2,6.7,0.115574394524965
"2318",39.4,7.9,8.3,0.792672002785372
"2418",36.6,5.7,9.9,0.0291364019810837
"2518",37.2,9.6,5.2,0.202012387068847
"2618",33.2,11.3,8.4,-0.84964985554838
"2718",27.8,12.4,9.8,0.720640342332137
"2818",26.7,11,9.2,-0.042895258472151
"2918",26.8,8.9,9.2,-1.4403094712649
"3018",22.1,8.5,10,0.33166937588467
"3118",36,13.6,9.6,0.000323737799789801
"3218",34.6,10.6,9.7,1.62823926404289
"3316",20.6,12.1,10,-0.907275183910968
"3418",19.1,10.6,10,-0.921681516001615
"3518",21.6,8.6,10,-1.38268414290232
"3617",32.7,11,10,-0.561523213735441
"377",33.5,4.9,9,0.403701036337904
"385",43.8,6.4,2.8,-0.590335877916735
"395",30.7,10.6,8.9,-0.979306844364202
"405",19,11.3,10,-0.950494180182909
"419",25.7,12,10,0.158793390796906
"425",40.9,5,9.3,-0.431866224919619
"435",39.3,12.9,9.4,-0.806430859276439
"445",34.6,9.5,10,-0.230177575650561
"455",39.7,10.9,10,-0.302209236103796
"465",33.2,12.1,10,-0.878462519729674
"475",33.4,7,10,-0.907275183910968
"485",43.2,6.9,10,1.41214428268319
"495",57.5,7.9,10,0.202012387068847
"504",51.1,2.8,9.7,-0.864056187639027
"518",53,8,8.1,-0.33102190028509
"525",60.1,8.4,8.5,-0.792024527185792
"535",57.7,7.4,6,-0.446272557010265
"545",51.6,10.5,9.8,-1.13777649736132
"555",39.4,12,7.1,-1.06574483690808
"565",29.3,12.6,8.7,-1.94453109443755
"575",32.3,11.1,10,-2.27587673252243
"585",41.1,7,10,-1.45471580335555
"595",51.3,11.7,9.2,-1.48352846753685
