"","temp","wdsp","visib","num_offences"
"2691",63.1,4,9,0.198689715922875
"2701",65.9,5.1,10,1.40392368059603
"2711",68,10.2,10,0.939521602465092
"2721",65.3,9.4,9.1,-0.884915133049323
"2731",59.6,3.4,10,-0.0556257078154981
"2751",70.1,6.7,9.2,0.342433216296738
"2761",67.6,5.7,7.4,0.231861292932228
"2771",69.5,6.3,10,0.397719177978993
"2781",69.3,5.3,6.7,0.154460946577071
"2791",59.7,8.1,10,-1.05077301809609
"2801",52.8,8.8,10,-0.674828478656754
"2811",58.5,4,10,-0.40945586258193
"2821",59.9,5.1,10,0.47511952433415
"2831",60.6,2.9,9.7,0.198689715922875
"2841",63.6,6.2,10,0.36454760096964
"2851",62.4,7.3,9.4,-0.18831201585291
"2861",55,5.8,10,-0.652714093983852
"2871",53.6,6.5,10,-0.608485324638048
"2881",57.2,8.4,8.7,-0.608485324638048
"2891",52,9.6,9.8,-0.398398670245479
"2901",50.1,7.1,8.5,-0.674828478656754
"2911",44.6,7.2,9.9,-0.0113969384696941
"2921",47.1,8.1,10,-0.663771286320303
"2931",47.2,4.7,10,-0.332055516226773
"2941",49.8,10.3,10,-0.652714093983852
"2951",35.9,5.8,10,-0.973372671740931
"2961",38,8.2,10,-0.96231547940448
"2971",39,9.3,10,-0.796457594357715
"2981",38.5,8.2,10,0.0549462155490119
"2991",47.4,14.8,10,-1.02865863342319
"3001",42.2,6.1,10,-0.973372671740931
"3011",44.7,7,10,0.0217746385396589
"3021",47.4,7.2,10,0.14340375424062
"3031",52.1,5.1,6.2,-0.0777400924884001
"3041",61.3,8,7.1,0.91740721779219
"3051",47.3,13,10,1.95678329741858
"3061",43.7,6.5,8.4,-0.685885670993205
"3071",42.4,4.7,10,-0.442627439591283
"3081",47.9,12.4,10,-0.0777400924884001
"3091",52.7,8,9.8,-0.110911669497753
"3101",52,14.8,8,-0.586370939965146
"3111",37.5,8,10,-0.730114440339009
"3121",37,6.2,9.7,0.287147254614483
"3131",49.3,15.7,10,-0.719057248002558
"3141",43.1,11,10,-0.929143902395127
"3151",41.9,8.9,8.6,-1.69209017361025
"3161",27.3,11.4,10,-1.65891859660089
"3171",27.8,9.6,10,-0.133026054170655
"3181",38.4,14,10,-0.796457594357715
"3191",43.5,10.3,10,1.06115071816605
"3201",47.1,11.1,7.3,-0.829629171367068
"3211",60.1,18.8,8.9,-1.08394459510544
"3221",41.1,17,10,0.220804100595777
"3231",33.1,4.9,10,0.132346561904169
"3241",35.7,9,10,0.353490408633189
"3251",44.3,4.9,9,0.287147254614483
"3261",40,8.2,7.6,0.154460946577071
"3271",25.3,10.5,10,-1.83583367398411
"3281",17.9,8.8,10,-2.18966382875054
"3291",25.9,11.9,8.8,-1.7473761352925
"3301",31.1,7.5,10,-0.0777400924884001
"3311",20.8,13.3,9.9,-1.1613449414606
"3321",26.5,7.3,10,-2.99683886931146
"3331",25.3,4,10,-0.343112708563224
"3341",36,7.9,10,-1.01760144108673
"3351",37.1,5.4,9.4,0.430890754988346
"3361",36.5,4.4,7.5,-0.531084978282891
"3371",40.9,7.7,4,0.198689715922875
"3381",49.9,8,3,0.320318831623836
"3391",35.1,13.9,9.8,-0.818571979030617
"3401",20,8.8,10,-1.24980248015221
"3411",14,7.1,10,-2.09014909772248
"3421",19,7,7.9,-2.52137959884407
"3431",21.6,11.7,6.6,-2.30023575211505
"3441",8.8,12.1,9.4,-2.2449497904328
"3451",16,8.5,7.6,-2.07909190538603
"3461",6.2,9.9,10,-1.95746278968507
"3471",21.3,4.8,10,-0.431570247254832
"3481",30.2,8.9,4.3,-2.04592032837668
"3491",18.8,11.3,9.8,-2.30023575211505
"3501",13,5.1,9.4,-1.44883194220832
"3511",22.4,10.2,7,-0.907029517722225
"3521",24.7,10.3,10,-0.829629171367068
"3531",35.2,8.2,9.3,-0.442627439591283
"3541",34.8,8,4,0.231861292932228
"3551",32.4,5.7,2.7,-0.597428132301597
"3561",32.6,11.1,7,-0.929143902395127
"3571",19.6,10.4,8.6,-1.7473761352925
"3581",3.6,9.3,9.3,-3.27326867772274
"360",23.2,9.2,7.8,-2.58772275286278
"3611",32.7,6,8.8,-1.1392305567877
"3621",40.2,11.3,10,-1.07288740276899
"3631",35.4,12,9.2,-1.32720282650736
"3641",9.6,8.5,10,-2.18966382875054
"3651",7.8,7.5,7.2,-3.06318202333017
"369",4.3,9.8,9.8,-2.21267584296628
"412",23.7,17.7,7.6,-2.04126978048904
"812",2.7,3.3,9.7,-1.7898742221891
"912",7.9,4.4,8.4,-1.61846815971186
"1012",30.1,7.9,2.5,-1.37849967224374
"1112",37,11.5,7.2,-1.16138532643924
"1211",32.9,12.5,9.7,-0.784291988989321
"1312",41.3,12.1,10,0.0613112525650389
"1412",29.9,11.3,8.6,-0.772864918157505
"1512",19.8,12.8,9.1,-0.121521880744012
"1612",25.1,13.5,8.4,-0.772864918157505
"1712",17.8,11.4,9.1,-0.110094809912196
"1812",15.1,7.9,6.8,-1.0585416889529
"1912",18.7,10.4,8,-1.22994775143013
"2012",32.8,8.8,9.9,-0.692875422334795
"2112",10.4,14.9,6.6,-1.89271785967544
"2212",6.1,8,8,-1.49277038056189
"2312",3.4,14,9.9,-1.49277038056189
"2412",5.3,15.3,9.9,-0.772864918157505
"2512",23,17.7,8,-0.887135626475662
"2612",14.7,11.6,8.5,-1.83558250551636
"2712",4.8,15.8,8.3,-2.39550897627533
"2812",-5.2,11,10,-1.83558250551636
"2912",7.8,10.1,10,-0.315782084884878
"3012",23.9,16.5,9.1,-0.0415323849213021
"3112",24,7.7,10,-0.132948951575827
"3212",25.2,5.3,3.7,0.381269235855878
"3312",18.6,7.5,9.4,-1.99556149716178
"3412",7.9,3.2,10,-0.898562697307477
"3512",15.1,4,9.7,-1.26422896392558
"3610",23.3,12.4,2.7,-2.23552998462991
"372",6.7,9.3,9.7,-1.65274937220731
"382",2.3,10,10,-0.715729563998427
"392",10.3,5.3,7.6,-1.73273886803002
"402",14.1,6.9,8.9,-1.22994775143013
"413",5.5,8,10,-1.54990573472097
"422",3.5,5.5,10,-1.82415543468455
"432",7.7,5.9,9.8,-1.70988472636639
"442",22,7.6,9.5,-1.28708310558921
"452",19.6,10.1,9.7,-0.68144835150298
"462",14.7,6.6,10,-1.33279138891647
"472",20.4,8.9,8.3,-1.94985321383452
"482",23.8,11.6,6.5,-1.80130129302092
"492",31,10.9,7.4,-1.40135381390737
"502",38.1,8.6,10,-0.52146935985756
"512",35.6,7.2,5.4,-1.22994775143013
"522",33.9,22.7,8.1,-0.430052793203035
"532",27.7,10.9,10,-1.24137482226195
"542",22.7,10,10,-1.424207955571
"552",18.3,11.4,10,-1.37849967224374
"562",18.5,10.2,10,-1.2070936097665
"572",7.6,12.7,10,-1.06996875978471
"582",11,13.4,9.8,-1.62989523054368
"592",11.7,8,10,-0.624312997343901
"602",24.6,6.5,8.4,-0.201511376566721
"612",10.5,10,5.8,-2.33837362211625
"622",6.7,6.4,8.9,-1.85843664717999
"632",16.1,4.8,9.9,-1.46991623889826
"642",21.4,9.2,6.7,-1.3556455305801
"652",22.1,6.6,10,-1.08139583061653
"662",28.6,6.7,8.8,0.0156029692377762
"672",32.9,10.4,8.2,-0.818573201484768
"682",27.1,6.7,9.1,-1.53847866388915
"692",44.4,12.8,10,0.678373077483085
"702",43.7,5.9,10,-0.658594209839348
"712",30.8,15.4,7.6,-1.09282290144834
"722",21.5,7.5,10,-0.441479864034851
"732",42.6,15.6,10,0.815497927464873
"742",36.8,8.7,10,1.00975813160574
"752",24.2,16.3,9.5,-1.34421845974829
"762",26.2,7.9,10,-0.578604714016638
"772",37.2,9.1,9.8,0.712654289978532
"782",43.5,10,7.9,0.0727383233968546
"792",36.9,8.5,9.1,0.312706810864984
"802",41.1,7.9,8.6,0.529821156669481
"813",41.7,12.4,10,-0.212938447398537
"822",27.2,10.1,10,-1.22994775143013
"832",25.6,5.9,10,-0.670021280671164
"842",27.4,11,9.3,-0.624312997343901
"852",25.7,7,10,-0.361490368212141
"862",38.7,14.5,8.7,-0.418625722371219
"872",43.6,13.3,9,0.346988023360431
"882",35.6,10,10,0.175581960883196
"892",37.9,4.1,10,-0.212938447398537
"902",52.1,12.2,10,-0.224365518230353
"913",46.3,18.9,10,1.92392379815099
"922",41.3,8,10,-0.350063297380325
"932",38.1,12.4,8.6,-0.452906934866666
"942",39.9,13.1,4.5,0.632664794155822
"952",40,7.7,10,-0.0415323849213021
"962",42,6.3,10,-0.532896430689376
"972",45.5,5.8,10,0.0727383233968546
"982",50.2,6.5,9.7,-0.0872406682485648
"992",48.6,4.6,10,0.232717315042274
"1002",58.2,14.1,10,0.632664794155822
"1013",54.8,5.5,10,0.346988023360431
"1022",62.7,10.3,10,1.32971611489658
"1032",62.3,12.4,9.2,-0.86428148481203
"1042",46,13.7,7.3,-0.761437847325689
"1052",31.4,9.7,8.5,-0.0758135974167491
"1062",37.5,10.8,10,0.187009031715011
"1072",49.7,13.6,10,0.918341564951214
"1082",48.3,7,10,0.358415094192246
"1092",46.2,8.1,10,0.00417589840596055
"1102",59.6,8.6,10,-0.750010776493874
"1113",66.6,8.3,10,-0.292927943221247
"1122",54.3,10.5,9.6,-0.224365518230353
"1132",42.4,7.4,10,-0.201511376566721
"1142",49,12.3,10,0.152727819219564
"1152",55.8,12,9.7,1.055466414933
"1162",51.9,10.1,10,0.255571456705905
"1172",47.4,14.7,10,-0.955698051466556
"1182",50.3,13.3,9.1,-0.361490368212141
"1192",51.6,9.2,5.9,0.369842165024062
"1202",50.4,8.2,9.5,0.484112873342219
"1212",45.2,11.2,9.4,1.4211326815511
"1222",48.2,9.8,10,1.24972661907387
"1232",54.9,13.2,10,-0.121521880744012
"1242",55.4,9,10,-0.395771580707588
"1252",48.5,10.9,10,1.02118520243755
"1262",50.4,11.2,10,0.792643785801242
"1272",58.9,9.8,10,0.152727819219564
"1282",68.7,9.1,9.9,0.129873677555933
"1292",71.2,15.3,9,1.22687247741024
"1302",61.6,7.6,10,0.701227219146716
"1313",67.2,6.8,10,-0.132948951575827
"1322",72,10.1,10,0.655518935819454
"1332",65,10.4,8.8,0.655518935819454
"1342",53.3,9.3,10,0.369842165024062
"1352",47.2,13.3,7.8,-0.0301053140894865
"1362",41.4,8.1,10,0.975476919110292
"1372",47.8,6.6,9.5,0.541248227501297
"1382",56.4,8.9,10,1.18116419408297
"1392",59.1,10.2,10,0.358415094192246
"1402",70.8,11.4,10,0.0955924650604859
"1413",74.9,6.7,7.7,0.895487423287583
"1422",66.8,6.9,10,0.381269235855878
"1432",59.3,5.4,10,0.58695651082856
"1442",59.6,4.6,10,0.0384571109014076
"1452",66.2,3.8,10,0.781216714969426
"1462",73.7,6.8,10,0.255571456705905
"1472",74.9,8.1,10,0.0955924650604859
"1482",63.6,7.8,8.7,0.518394085837666
"1492",62.6,8.3,10,0.232717315042274
"1502",65.4,6.5,10,0.826924998296689
"1513",71,6.7,9.9,1.055466414933
"1531",76.1,14,9.7,1.37542439822384
"1542",75.1,10.1,10,1.6382470273556
"1552",66.2,7.6,9,0.232717315042274
"1562",63.3,6.2,9.7,0.541248227501297
"1572",67.5,3,10,1.18116419408297
"1582",71.1,5.7,10,1.29543490240113
"1592",65.1,12.7,9.3,0.198436102546827
"1602",64.7,7.7,10,0.76978964413761
"1613",60.4,7.4,9.4,-0.94427098063474
"1622",60,8.5,6.9,0.221290244210458
"1632",67.9,7.6,7.7,0.758362573305795
"1642",65.7,9.9,10,2.06104864813278
"1652",65.9,6,10,0.998331060773924
"1662",71.6,13.7,10,1.45541389404655
"1672",78.4,7,10,1.32971611489658
"1682",81.9,12.7,10,1.52397631903744
"1692",78.3,8.8,9.8,0.175581960883196
"1702",66,7.6,6.4,0.781216714969426
"1713",73.8,7.6,8.5,1.50112217737381
"1722",68.5,6.9,4.9,1.24972661907387
"1732",70.1,3.8,7.2,1.2725807607375
"1742",71.1,5,9,0.84977913996032
"1752",76.6,4.4,9.5,1.21544540657842
"1762",68.9,4.9,7.1,1.13545591075571
"1772",64.4,5.9,7.2,0.804070856633057
"1782",70.7,7.9,6.9,1.6382470273556
"1792",79.1,9.7,10,1.11260176909208
"1802",77.4,11,9.8,1.71823652317831
"1813",78.9,10.7,9.7,0.518394085837666
"1831",67.2,9.7,9.5,0.724081360810348
"1842",62.8,5.9,8.5,1.489695106542
"1852",68.3,5.9,10,0.941195706614845
"1862",69.2,7,8.7,1.62681995652379
"1872",73,8.8,10,1.34114318572839
"1882",79.7,9.6,9.9,1.6382470273556
"1892",76.5,9.9,9.7,0.712654289978532
"1902",72,8.5,10,1.1240288399239
"1913",69.9,3.6,10,0.746935502473979
"1922",70.3,5,10,2.14103814395549
"1932",73.9,8.1,9.3,0.621237723324007
"1942",75.8,8.1,9.6,1.06689348576482
"1952",71.6,6.6,10,0.666946006651269
"1962",63.5,10.7,10,0.701227219146716
"1972",63.2,6.6,10,1.02118520243755
"1982",66,4.3,10,0.598383581660375
"1992",69.6,5.9,10,1.35257025656021
"2002",70.4,4.5,9.6,1.28400783156932
"2013",72.1,4,9.8,1.00975813160574
"2022",74.9,5.3,10,0.621237723324007
"2032",79.1,9.2,9.9,0.895487423287583
"2042",72.9,14.8,10,1.20401833574661
"2052",65.4,8.3,10,1.11260176909208
"2062",65.8,7.2,10,1.93535086898281
"2072",74,5.5,10,1.36399732739203
"2082",77.9,10.7,9,1.53540338986926
"2092",66.7,12.6,10,1.34114318572839
"2102",68.5,7.3,10,0.564102369164928
"2113",68.7,6.8,10,0.438404590014956
"2122",71.1,7,9.8,1.20401833574661
"2142",71.8,4.7,10,1.61539288569197
"2152",75.4,5.3,10,1.03261227326937
"2162",74.7,6.3,10,0.301279740033168
"2172",71.4,5.3,7.9,0.792643785801242
"2182",70.7,6.3,10,0.609810652492191
"2192",71.9,6.7,10,0.998331060773924
"2202",73.6,9.8,10,0.724081360810348
"2213",73.5,7.8,10,1.50112217737381
"2222",73.7,7.6,10,1.13545591075571
"2232",72.4,5.9,9,1.35257025656021
"2242",67,11.1,9.9,0.0498841817332232
"2252",68.5,8,10,1.15831005241934
"2262",67,7.2,10,0.461258731678587
"2272",65.1,5,10,1.22687247741024
"2282",71.3,6.9,10,1.13545591075571
"2292",69.7,6.9,8.4,1.21544540657842
"2302",69.9,5,8.4,0.689800148314901
"2313",77,8.9,9.7,0.232717315042274
"2322",75.8,7.1,9.9,0.895487423287583
"2332",74.9,4.8,9.4,0.255571456705905
"2342",77.6,4.8,9,0.689800148314901
"2352",77.1,4.4,7,0.758362573305795
"2362",76.3,5.2,9.8,1.14688298158753
"2372",79.3,6.6,9.6,0.24414438587409
"2382",76.2,4.8,10,0.552675298333113
"2392",73.9,5.6,10,0.301279740033168
"2402",70.7,7.5,10,-0.201511376566721
"2413",75.8,8.3,10,1.47826803571018
"2422",77.2,11.8,10,1.2725807607375
"2432",76.2,5.1,9.1,0.84977913996032
"2451",74.4,6,10,0.495539944174034
"2462",72.8,4.4,10,-0.372917439043957
"2472",75.8,10.4,9.9,-0.0758135974167491
"2482",79.6,10.3,10,1.00975813160574
"2492",66.7,7.7,9.9,0.666946006651269
"2502",67.2,3.8,10,0.781216714969426
"2513",67.2,5.1,10,-0.784291988989321
"2522",70.3,5.6,10,0.369842165024062
"2532",72.4,11.8,7.8,-0.567177643184823
"2542",54.2,11,10,-0.0872406682485648
"2552",51.4,9.8,8.6,-0.418625722371219
"2562",47.4,8.8,9.5,-0.807146130652952
"2572",52.5,5.1,10,0.0498841817332232
"2582",56.4,2.8,9.8,-0.201511376566721
"2592",55.7,5.1,10,-0.0758135974167491
"2602",59.3,2.7,10,0.461258731678587
"2613",61.2,4.4,9.1,1.28400783156932
"2622",62.9,8.4,9.7,1.38685146905566
"2632",68.5,10.1,10,1.03261227326937
"2642",64.7,11.5,9.7,0.404123377519509
"2652",55.1,4.7,10,0.152727819219564
"2662",59.8,3.9,10,0.906914494119398
"2672",64.7,4.8,10,0.918341564951214
"2682",65.4,2.1,9.7,-0.0529594557531178
"2692",65,3.8,8.8,1.40970561071929
"2702",65.6,3.4,9.6,1.55825753153289
"2713",64.9,3.1,7.7,0.92976863578303
"2722",66.2,4.4,8.9,0.50696701500585
"2732",53.3,11,8.6,0.289852669201352
"2752",66.9,7.5,9.8,0.564102369164928
"2762",59.6,12.4,9.4,0.266998527537721
"2772",42.5,13.6,9.7,-0.372917439043957
"2782",44.9,8.6,10,-0.452906934866666
"2792",51.6,7.3,10,-0.384344509875772
"2802",54.8,9.9,10,0.0384571109014076
"2813",54.5,10.1,10,-0.0986677390803805
"2822",54.4,5.9,10,-0.795719059821136
"2832",49.8,7.1,10,-0.167230164071274
"2842",47.3,4.2,10,0.518394085837666
"2852",49.4,6.4,10,-0.738583705662058
"2862",59.3,6.2,5.7,-0.578604714016638
"2872",62.9,9.8,8.3,-0.292927943221247
"2882",52.7,9.2,7.4,0.198436102546827
"2892",52.7,7.2,7.1,-0.110094809912196
"2902",54,9.6,10,1.28400783156932
"2913",48.6,10.6,10,0.941195706614845
"2922",42.6,5.8,10,-0.132948951575827
"2932",54,8.5,10,0.0270300400695919
"2942",50.3,10,10,0.24414438587409
"2952",48.2,5.2,10,-0.327209155716694
"2962",45.6,5.8,9.2,0.24414438587409
"2972",56.9,5,9.9,1.40970561071929
"2982",62.1,8.9,9,0.529821156669481
"2992",53.7,5.3,10,-0.0529594557531178
"3002",60.2,9.6,9.9,0.644091864987638
"3013",60.9,14,10,0.175581960883196
"3022",46.6,10.6,10,0.472685802510403
"3032",42,4.2,10,0.266998527537721
"3042",41.5,16.5,9.6,0.781216714969426
"3052",37.5,12.1,9.9,1.75251773567376
"3062",36.4,5.1,9.4,-0.327209155716694
"3072",50.5,12.3,10,0.209863173378643
"3082",55,15,9.8,0.232717315042274
"3092",46.9,7.9,10,-0.132948951575827
"3102",47,14.2,10,-0.989979263962003
"3113",37.8,8.2,10,0.289852669201352
"3122",42.8,10.7,10,-0.110094809912196
"3132",41.2,9.5,10,-0.807146130652952
"3142",49,7.9,10,0.232717315042274
"3152",48.9,12.9,8.9,-0.921416838971109
"3162",29.4,12.8,10,-1.83558250551636
"3172",26,11,9.7,-1.06996875978471
"3182",25.7,8.7,9.8,-0.0186782432576708
"3192",24.5,4.9,9.7,-0.0758135974167491
"3202",25.9,4.9,5.3,-0.921416838971109
"3213",18,12.5,8.6,-1.50419745139371
"3222",13,16.1,9.2,-1.50419745139371
"3232",22.1,12.6,9.6,-1.40135381390737
"3242",22.1,13.7,9.9,-1.40135381390737
"3252",19.6,7,10,-0.2586467307258
"3262",37.1,10.9,6.7,-0.315782084884878
"3272",50.4,11.7,8.7,-0.772864918157505
"3282",42.4,10.7,3.7,-1.86986371801181
"3292",23.8,12.6,9.4,-1.06996875978471
"3302",22.2,4.2,8.2,-0.898562697307477
"3322",21.9,7.3,9.8,-1.70988472636639
"3332",37.2,10.2,9.2,-0.567177643184823
"3342",45.6,10.4,6.4,-0.384344509875772
"3352",22.4,11.2,9.5,0.666946006651269
"3362",24.7,8.3,10,-1.2070936097665
"3372",30.1,10,9.1,-0.0643865265849335
"3382",28.3,6.3,10,-0.738583705662058
"3392",34.7,5,6.3,0.529821156669481
"3402",35.1,9.8,6.1,-1.08139583061653
"3413",31.2,7.3,10,-1.83558250551636
"3422",33.5,8.1,6.4,-0.532896430689376
"3432",35.4,10.9,8.2,-1.18423946810287
"3442",31.2,10.4,10,-0.33863622654851
"3452",28,8.8,8.2,-1.34421845974829
"3462",28.5,7.9,6.6,-0.327209155716694
"3472",38.5,6.9,5.4,0.141300748387749
"3482",47,6.2,4.7,-0.475761076530298
"3492",45.6,9.7,2.9,-0.304355014053062
"3502",41.9,8.8,4.4,-1.08139583061653
"3513",27.8,11.6,10,-0.224365518230353
"3522",24,5.8,10,-1.01283340562563
"3532",28.7,4.8,9.9,0.141300748387749
"3542",30.2,3,9.1,-0.190084305734906
"3552",33,7.6,8.7,-1.2070936097665
"3562",33.5,8.6,6.7,-1.24137482226195
"3572",43.7,11.4,6.9,-0.932843909802924
"3582",39,4.9,9.8,-2.14411341797539
"3601",41,11.1,10,-1.48134330973008
"3612",43.6,11.4,9.2,-0.441479864034851
"3622",29.3,8.5,10,-1.41278088473918
"3632",26.8,6.9,10,-0.887135626475662
"3642",17.1,8.7,10,-2.10983220547994
"3652",10.5,10.5,10,-1.94985321383452
"2103",25.7,5.1,10,-0.637992651487327
"370",31.5,4.6,5.2,-0.976069819810116
"414",29,10.3,3.2,-2.71846753347372
"513",2.2,12.4,10,-2.60144082136198
"613",5.3,9,7.4,-2.86150018161028
"914",8.1,15.5,6.7,-1.73024196453018
"1014",4.8,10.5,10,-0.989072787822531
"1114",25.8,9.4,9.6,-0.950063883785286
"1213",23.1,9.1,6.7,-1.50919150831913
"1314",16.9,8.9,8.5,-1.44417666825705
"1414",10.5,4.4,9.3,-0.624989683474912
"1514",22,8.5,9.9,0.519271501617602
"1614",28.3,6.7,9.8,-0.169885803040389
"1714",34.2,12.3,9.4,0.233206205344474
"1814",36.8,11.6,10,-0.325921419189369
"1914",31.8,4.3,10,-0.182888771052804
"2014",33.6,5.7,7.5,0.909360541990051
"2114",30.9,7.4,8.7,0.298221045406548
"2214",29.9,5.6,9.9,0.376238853481038
"2314",29.6,9.9,9.8,1.00038131807696
"2414",32.7,8.2,9.9,0.428250725530698
"2514",31.1,10.9,6.5,-1.00207575583495
"2614",23.2,6.6,9.2,-0.872046075710796
"2714",27.4,5.6,7,-0.624989683474912
"2814",25.8,6.3,10,-0.989072787822531
"2914",33.3,12.4,9.3,-0.234900643102464
"3014",27,9,9.9,-0.11787393099073
"3114",27,5.9,10,-1.1321054359591
"3214",29.1,11,1.7,-2.08132210086539
"3414",13.5,6.6,9.3,-2.74447346949855
"3514",21.1,6.8,6.2,-1.89928054869158
"3613",7.4,7.2,10,-1.96429538875365
"373",17.5,8.7,10,-0.338924387201784
"383",29.1,6.8,9.1,-0.572977811425253
"393",36,6.6,5.8,-1.40516776421981
"403",25.6,12.2,7.8,-1.50919150831913
"415",24.8,6.4,10,-1.223126212046
"423",30.6,10.7,9.2,-1.52219447633154
"433",15.9,14.2,9.7,-1.45717963626947
"443",11,7.9,10,-1.18411730800875
"453",18.6,15.2,8.7,-1.63922118844328
"463",4.5,10.3,8.3,-2.22435474900195
"473",11.8,4.1,9.7,-2.39339333316334
"483",16.5,9.2,9,-1.63922118844328
"493",7.3,13.3,9.7,-2.75747643751096
"514",3.3,9.3,9.1,-0.924057947760456
"523",21.7,6.1,8.8,-0.924057947760456
"533",21.4,8.9,9.1,-1.69123306049294
"543",4.2,9.4,10,-1.96429538875365
"553",11.3,13,9.7,-1.23612918005841
"563",21.1,7.7,9.4,-1.96429538875365
"573",16.8,10.6,3.4,-2.66645566142406
"583",6,8.3,10,-1.10609949993427
"593",6,4.2,9.9,-2.31537552508885
"603",18.3,4.9,5.6,0.467259629567943
"614",21.3,7.1,10,-0.846040139685966
"623",28.2,10.9,6.2,-1.1321054359591
"633",24.1,11.4,10,-2.0943250688778
"643",11.6,9.4,10,-1.44417666825705
"653",12.4,10.1,10,-0.14387986701556
"663",31.7,9.9,9.3,-0.338924387201784
"673",34.9,7,10,-1.27513808409566
"683",36.8,4.6,9.9,0.0381616851582496
"693",40.5,5.9,4,0.402244789505868
"703",42.1,6.7,6.3,0.298221045406548
"713",41.8,5.5,10,0.376238853481038
"723",47,5.8,10,1.18242287025076
"733",51,10.3,9.7,0.974375382052125
"743",45.2,7.1,10,0.727318989816242
"753",58,10.9,10,0.727318989816242
"763",44.6,15.3,10,-0.403939227263858
"773",36.8,4.1,10,-0.429945163288688
"783",41.7,6.5,10,-0.0788650269534848
"793",42.5,6.6,9.7,0.701313053791412
"803",42.5,9.9,7.9,-0.442948131301103
"814",32.4,8.6,9.6,-0.872046075710796
"823",29.1,10,5,-1.70423602850535
"833",29.7,8.5,9.9,-1.09309653192185
"843",36.6,11,6.5,0.0121557491334198
"853",36.7,9,10,-0.507962971363178
"863",29,11.6,8.8,0.0251587171458347
"873",26.8,5.9,10,-0.859043107698381
"883",31.6,12.8,9.5,-1.35315589217015
"893",46,9.4,10,-0.0528590909286549
"903",48.7,8.5,9.5,-0.390936259251443
"923",58.5,13,9,0.922363510002466
"933",50.1,8.7,10,-0.169885803040389
"943",39.7,10.1,10,-0.377933291239028
"953",53.5,8.5,10,-0.650995619499742
"963",45.5,5.1,10,-0.611986715462497
"973",40.4,11.3,7.2,-1.56120338036879
"983",44.5,8.2,3.2,-0.572977811425253
"993",50.5,8.9,3.9,-0.976069819810116
"1003",52.6,18.5,10,-0.11787393099073
"1015",47.7,7.2,10,-0.03985612291624
"1023",54.7,8.7,10,0.649301181741752
"1033",60.1,11.5,9.2,0.155188397269984
"1043",55.8,4.8,10,0.571283373667262
"1053",54,8.3,10,1.02638725410179
"1063",52.9,7.2,9.2,-0.455951099313518
"1073",60.2,4.7,9.3,0.805336797890731
"1083",59.6,7.5,9.9,0.597289309692092
"1093",55.6,8.3,9.6,-0.260906579127294
"1103",48.6,12.3,7.1,0.259212141369304
"1115",44.3,16.8,10,-0.781025299623892
"1123",39.7,13.6,10,-0.533968907388008
"1133",42.3,8.3,10,0.103176525220324
"1143",44.2,4.2,10,0.493265565592773
"1153",43.5,11.3,8.6,-0.364930323226614
"1163",44.8,9.9,10,-0.0658620589410699
"1173",46.3,9.8,10,-0.0268531549038251
"1183",46.3,4.5,10,-0.0528590909286549
"1193",49.7,5.7,10,0.558280405654847
"1203",45.6,10.2,10,-0.742016395586647
"1223",62.1,5.3,10,-0.468954067325933
"1233",67.4,7.4,10,0.285218077394134
"1243",65.1,8.6,9.6,0.727318989816242
"1253",52.1,7.7,6,-0.338924387201784
"1263",55.6,5.8,2.9,0.207200269319644
"1273",66.9,8.6,8.7,1.33845848639974
"1283",71.1,8.2,9.5,1.09140209416386
"1293",59.5,6.6,5.6,-0.494960003350763
"1303",48.5,8.7,5.6,0.233206205344474
"1315",56.4,8.8,6.8,0.337229949443793
"1323",52,16.6,10,0.441253693543113
"1333",47.6,8.7,10,0.584286341679677
"1343",52.2,8.9,10,0.415247757518283
"1353",63.2,8.7,9,1.28644661435008
"1363",69,4.7,9.4,2.06662469509498
"1373",72.3,12.6,8.8,1.46848816652389
"1383",72.1,13.3,10,0.454256661555528
"1393",50.4,11.4,10,-0.195891739065219
"1403",43.5,7.2,9.9,0.0901735572079094
"1415",51.8,8.2,10,0.285218077394134
"1423",58.8,7.5,10,1.31245255037491
"1433",61.8,6.5,10,0.974375382052125
"1443",66.1,5.9,9.6,-0.468954067325933
"1453",70.4,12.7,9.1,-0.195891739065219
"1463",70.6,10.3,9.4,0.610292277704507
"1473",68.4,11,9.8,0.194197301307229
"1483",69.5,4.8,10,1.00038131807696
"1493",72.1,8.9,9.6,1.36446442242457
"1503",64.4,8.9,8.6,-0.0528590909286549
"1515",47.5,17,8.4,-0.742016395586647
"1532",55.5,4.5,10,0.636298213729337
"1543",62.3,5.9,9.9,0.727318989816242
"1553",68.2,7.5,10,-0.0268531549038251
"1563",65.3,9.8,9.3,0.818339765903146
"1573",60.1,9.9,10,0.454256661555528
"1583",65.7,9,8.9,0.220203237332059
"1593",73.1,10.5,9.6,-0.533968907388008
"1603",69.7,7.3,9.7,0.116179493232739
"1615",80.2,10.7,10,0.909360541990051
"1623",68.9,6.6,9.6,1.05239319012662
"1633",61.5,7,4.4,1.36446442242457
"1643",66.1,6.2,6.3,1.16941990223835
"1653",73.3,6.8,8.2,0.961372414039711
"1663",74.8,5,8.2,0.220203237332059
"1673",68.6,7.9,8.7,1.61152081466046
"1683",61.3,4.8,8.7,-0.000847218878995183
"1693",71.6,7.1,7.2,0.584286341679677
