"","temp","num_offences"
"2",25.5,-2.18714802581844
"3",18.7,-1.10234800565061
"4",30.7,-1.19445366774033
"5",34.9,-0.457608371022557
"6",46.2,-0.0175479854827754
"7",40.6,-0.539480070657865
"8",32.6,-1.18421970528592
"9",34.3,-0.334800821569594
"10",39.6,-0.171057422298978
"11",39.2,-0.283631009297527
"12",33.8,-1.74708764027866
"13",20.4,-1.67544990309777
"14",17.7,-1.37866499191977
"15",18.7,-1.47077065400949
"16",34.9,-0.918136681471165
"17",35.7,-0.733925357291722
"18",18.5,-1.27632536737564
"19",20.3,-1.71638575291542
"20",9.9,-2.36112538754347
"21",20.4,-2.03363858900224
"22",23.5,-2.39182727490671
"23",38.5,-0.836264981835857
"24",31.1,-0.181291384753392
"25",29.5,0.473682212329073
"26",34.2,0.0950256015157733
"27",37.2,0.176897301151081
"28",32.4,-1.10234800565061
"29",29.4,-1.05117819337854
"30",31.9,-0.488310258385797
"31",49.6,0.494150137237901
"32",43.7,1.29239920868215
"33",36.3,-0.355268746478421
"34",35.6,-0.191525347207805
"35",37.8,-0.692989507474068
"36",36.3,-1.75732160273307
"37",31.9,-1.54240839119039
"38",31.9,-0.590649882929932
"39",30.6,-1.07164611828737
"40",27.8,-0.887434794107924
"41",31.8,-1.44006876664625
"42",14.6,-2.08480840127431
"43",22,-2.02340462654782
"44",26.8,-1.90059707709486
"45",31.7,-1.44006876664625
"46",37,0.125727488879014
"47",40.3,-0.46784233347697
"48",37.4,0.719297311234998
"49",36.7,-1.56287631609922
"50",31.8,-1.33772914210212
"51",31.6,-2.04387255145665
"52",38.1,-0.672521582565241
"53",38.4,-0.191525347207805
"54",36,-1.01024234356089
"55",34.1,-1.34796310455653
"56",25.2,-1.26609140492122
"57",29.6,-1.9312989644581
"58",36.9,-1.00000838110647
"59",32.7,-0.232461197025459
"60",47.6,-0.416672521204903
"61",37.6,1.30263317113657
"62",38.1,-0.355268746478421
"63",33.3,-1.38889895437419
"64",30.2,-1.6242800908257
"65",28.2,-1.5526423536448
"66",43.8,0.228067113423149
"67",60.2,0.350874662876111
"68",50.1,0.0643237141525327
"69",36,0.432746362511419
"70",38.4,-0.252929121934286
"71",53.2,-1.13304989301385
"72",59.2,-0.0380159103916024
"73",58,0.1154935264246
"74",62.6,0.146195413787841
"75",71.2,0.862572785596787
"76",60.4,0.422512400057006
"77",69.5,1.57895015740573
"78",69.5,0.0336218267892922
"79",69.2,0.647659574054103
"80",74.3,0.780701085961479
"81",73.8,1.64035393213221
"82",71.2,0.647659574054103
"83",62.8,0.616957686690863
"84",56.2,-0.109653647572497
"85",57.6,-0.314332896660767
"86",43.2,-0.866966869199097
"87",50.1,-0.488310258385797
"88",63.8,-0.048249872846016
"89",46.1,0.330406737967284
"90",45.4,0.25876900078639
"91",42.2,-0.385970633841662
"92",49.2,0.852338823142374
"93",51.9,-0.897668756562338
"94",57.7,-0.324566859115181
"95",51.5,-0.519012145749038
"96",45.6,-0.355268746478421
"97",43.6,-0.130121572481324
"98",49.5,0.606723724236449
"99",56.7,-0.979540456197646
"100",54.3,0.0233878643348787
"101",43,-0.733925357291722
"102",41.8,0.0438557892437057
"103",46.7,0.0745576766069463
"104",53.7,0.238301075877563
"105",59,0.28947088814963
"106",67.3,0.627191649145276
"107",60,0.156429376242254
"108",48.5,0.442980324965833
"109",54.1,-0.375736671387249
"110",58,0.46344824987466
"111",45.3,0.0131539018804651
"112",44.5,-0.406438558750489
"113",46.1,-0.938604606379992
"114",48.6,0.197365226059908
"115",51.6,-0.201759309662219
"116",55.2,0.371342587784938
"117",51.3,0.0950256015157733
"118",44.2,0.483916174783487
"119",46.6,-0.385970633841662
"120",48.7,-1.15351781792268
"121",54.3,-0.478076295931384
"122",57.8,1.52778034513367
"123",67.3,0.831870898233547
"124",75.6,0.66812749896293
"125",66.9,1.17982562168361
"126",56.6,0.350874662876111
"127",58.4,-0.733925357291722
"128",60.3,0.586255799327622
"129",61.1,1.11842184695713
"130",56.9,0.627191649145276
"131",55.4,0.00291993942605163
"132",61,0.84210486068796
"133",64.5,0.166663338696668
"134",61,-0.98977441865206
"135",63.8,0.903508635414441
"136",71.3,1.28216524622774
"137",61.2,0.320172775512871
"138",59.7,0.391810512693765
"139",67.1,0.63742561159969
"140",75,0.156429376242254
"141",78.9,0.412278437602592
"142",65.1,-0.304098934206354
"143",60.2,0.350874662876111
"144",64.2,1.59941808231456
"145",75.7,1.0979539220483
"146",76.1,1.71199166931311
"147",69.6,-0.048249872846016
"148",79.2,0.1154935264246
"149",85.9,1.16959165922919
"150",78.1,1.82456525631166
"151",65,0.709063348780584
"152",51.4,-0.887434794107924
"154",61.2,0.28947088814963
"155",68.9,0.770467123507065
"156",70.2,0.657893536508517
"157",64.4,0.350874662876111
"158",64.8,1.10818788450271
"159",68.3,0.770467123507065
"160",72.9,2.02924450539993
"161",78.9,1.37427090831746
"162",80.3,0.944444485232095
"163",80.6,1.54824827004249
"164",73.7,1.77339544403959
"165",65.2,1.64035393213221
"166",70.5,0.647659574054103
"167",77.4,1.7017577068587
"168",81.5,1.49707845777043
"169",77.3,0.309938813058457
"170",81,1.55848223249691
"171",86,0.903508635414441
"172",86.1,1.86550110612931
"173",81.1,1.43567468304394
"174",76.4,2.09064828012641
"175",76.2,2.17251997976172
"176",78.9,1.65058789458663
"177",71.2,0.504384099692314
"178",70,0.422512400057006
"179",74.9,1.34356902095422
"180",87,0.238301075877563
"181",81.7,1.3231010960454
"182",79.3,0.975146372595336
"184",83.8,1.43567468304394
"185",86.7,1.4766105328616
"186",89.8,1.3231010960454
"187",89.5,0.964912410140922
"188",92.3,1.13888977186595
"189",86.9,1.50731242022484
"190",77.2,1.81433129385724
"191",77.9,1.52778034513367
"192",76.5,1.41520675813512
"193",75.7,1.16959165922919
"194",79.8,1.27193128377333
"195",81.1,1.72222563176752
"196",77.8,1.41520675813512
"197",80.9,2.14181809239848
"198",85.2,0.739765236143825
"199",89.2,0.903508635414441
"200",83.9,0.627191649145276
"201",77,0.0540897516981192
"202",74.7,1.59941808231456
"203",75.8,1.52778034513367
"204",79.4,0.709063348780584
"205",86.2,0.739765236143825
"206",80.6,0.524852024601141
"207",80.5,0.985380335049749
"208",83.3,0.616957686690863
"209",75.4,1.27193128377333
"210",74.4,1.31286713359098
"211",74.3,1.03655014732182
"212",80.1,0.852338823142374
"213",79.6,0.176897301151081
"214",77.7,1.96784073067345
"215",79.9,1.05701807223064
"216",82,1.48684449531601
"217",81.3,0.862572785596787
"218",74.7,0.473682212329073
"219",74.3,0.473682212329073
"220",77.3,0.371342587784938
"221",79.1,0.596489761782036
"222",72.4,0.207599188514322
"223",67.1,-0.0175479854827754
"224",67.1,0.801169010870306
"225",68.3,0.299704850604044
"226",66.4,-0.488310258385797
"227",68,0.46344824987466
"228",73.9,1.50731242022484
"229",73,0.217833150968736
"230",67,0.494150137237901
"231",66.4,0.719297311234998
"232",69.1,0.248535038331976
"233",68.4,-0.232461197025459
"234",66.8,0.0540897516981192
"235",69.3,-0.2631630843887
"236",76.3,1.17982562168361
"237",79.6,1.19005958413802
"238",80.9,1.69152374440428
"239",74.4,-0.109653647572497
"240",74.8,-0.140355534935738
"241",74.5,0.381576550239352
"242",74.3,0.402044475148179
"243",76.5,0.135961451333427
"244",81.7,1.01608222241299
"246",75.2,-0.211993272116632
"247",78,-0.2631630843887
"248",78.9,-0.0175479854827754
"249",73.1,-0.559947995566692
"250",77.7,1.04678410977623
"251",72,0.453214287420246
"252",62.7,0.709063348780584
"253",62.5,-0.0584838353004295
"254",63.7,-0.355268746478421
"255",68,-0.0277819479371889
"256",73.5,0.207599188514322
"257",66.9,-0.488310258385797
"258",61.2,0.831870898233547
"259",65.4,0.995614297504163
"260",65.2,-0.191525347207805
"261",65.8,-0.150589497390151
"262",56.7,-0.856732906744684
"263",56.1,-0.0175479854827754
"264",64.1,0.0438557892437057
"265",54.9,0.852338823142374
"266",51.6,-0.457608371022557
"267",50.8,-0.907902719016751
"268",52.6,-0.478076295931384
"269",63.6,0.0643237141525327
"270",62.6,0.187131263605495
"271",56,-0.785095169563789
"272",58.3,0.688595423871757
"273",60.2,0.555553911964382
"274",58.5,-0.478076295931384
"275",56.5,1.41520675813512
"276",60.4,-0.08918572266367
"277",61.5,0.0438557892437057
"278",63.1,-0.365502708932835
"279",48.3,-0.00731402302836189
"280",42.7,-1.11258196810502
"281",44.5,-1.49123857891832
"282",44,-0.150589497390151
"283",53.8,-0.242695159479873
"284",45.2,0.473682212329073
"285",49.1,-0.508778183294624
"286",47.4,0.494150137237901
"287",50.7,-0.416672521204903
"288",64.4,-0.570181958021105
"289",50.7,0.238301075877563
"290",51.6,-0.426906483659316
"291",63.4,0.412278437602592
"292",51.6,-0.181291384753392
"293",46.6,0.279236925695217
"294",48,0.473682212329073
"295",49.9,0.1154935264246
"296",57.6,-0.785095169563789
"297",62.6,-0.232461197025459
"298",67.4,1.05701807223064
"299",69.9,-0.662287620110827
"300",44.7,0.483916174783487
"301",41.4,-0.559947995566692
"302",42.6,-0.907902719016751
"303",42.5,-0.84649894429027
"304",42.4,-0.43714044611373
"305",41.3,0.371342587784938
"306",43.2,1.6301199696778
"307",42.1,0.166663338696668
"308",41.7,-1.16375178037709
