day,year,mo,da,date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_offences
7,2015,11,15,2015-11-15,52.5,33.5,1022.7,10.0,8.3,14.0,22.0,64.0,44.1,0.0,999.9,0,722
1,2015,11,16,2015-11-16,51.6,35.8,1020.7,10.0,9.7,18.1,22.9,64.0,43.0,0.0,999.9,0,744
2,2015,11,17,2015-11-17,51.0,48.0,1013.9,7.6,13.5,22.0,28.9,57.9,43.0,0.12,999.9,0,668
3,2015,11,18,2015-11-18,58.4,50.7,1001.3,9.7,19.6,29.9,41.0,62.1,46.9,0.8,999.9,0,684
4,2015,11,19,2015-11-19,44.6,31.7,1009.1,10.0,16.1,27.0,36.9,62.1,37.9,0.03,999.9,0,696
5,2015,11,20,2015-11-20,35.9,17.5,1022.5,10.0,10.0,15.9,19.0,48.0,30.9,0.0,999.9,0,714
6,2015,11,21,2015-11-21,31.9,29.5,1018.6,1.9,8.6,22.0,31.1,39.9,27.0,0.46,9.1,1,528
7,2015,11,22,2015-11-22,19.1,13.2,1021.8,9.8,7.9,15.9,999.9,33.1,7.0,0.98,5.9,0,520
1,2015,11,23,2015-11-23,28.4,22.0,1017.2,10.0,9.1,11.1,999.9,37.0,7.0,0.0,5.1,0,650
2,2015,11,24,2015-11-24,31.6,26.8,1024.6,9.1,4.8,9.9,999.9,41.0,21.0,0.0,3.9,0,607
3,2015,11,25,2015-11-25,38.3,30.9,1023.7,9.8,10.8,17.1,22.0,48.9,21.0,0.0,3.1,0,620
4,2015,11,26,2015-11-26,52.0,46.4,1022.5,9.1,14.1,20.0,27.0,60.1,48.0,0.14,3.9,0,590
5,2015,11,27,2015-11-27,45.5,42.5,1025.2,5.7,14.4,20.0,28.0,60.1,34.0,0.97,999.9,0,613
6,2015,11,28,2015-11-28,34.7,28.5,1029.4,10.0,10.7,15.9,27.0,37.9,32.0,0.15,999.9,0,658
7,2015,11,29,2015-11-29,32.7,25.7,1028.3,10.0,6.5,8.9,999.9,41.0,25.0,0.0,999.9,0,612
1,2015,11,30,2015-11-30,40.1,31.7,1022.6,10.0,8.4,13.0,999.9,44.1,25.0,0.0,999.9,0,668
2,2015,12,01,2015-12-01,41.6,36.0,1010.6,7.3,9.4,17.1,24.1,44.1,37.9,0.44,999.9,0,797
3,2015,12,02,2015-12-02,34.8,31.0,1010.0,6.7,6.7,13.0,999.9,39.9,30.2,0.09,999.9,1,716
4,2015,12,03,2015-12-03,33.0,28.4,1021.5,8.9,9.3,13.0,999.9,37.9,30.0,0.12,999.9,0,710
5,2015,12,04,2015-12-04,36.6,32.2,1032.2,7.5,8.4,13.0,18.1,46.9,30.0,0.0,999.9,0,700
6,2015,12,05,2015-12-05,35.8,32.1,1035.6,5.0,7.1,11.1,999.9,46.9,28.9,0.0,999.9,1,707
7,2015,12,06,2015-12-06,35.8,31.6,1028.0,6.9,5.6,9.9,999.9,46.9,27.0,0.0,999.9,0,687
1,2015,12,07,2015-12-07,33.7,32.0,1023.2,3.9,4.2,8.9,999.9,46.9,27.0,0.0,999.9,1,689
2,2015,12,08,2015-12-08,40.0,36.6,1014.5,6.6,9.8,14.0,19.0,46.0,27.0,0.0,999.9,0,733
3,2015,12,09,2015-12-09,46.0,40.7,1006.4,8.9,8.3,12.0,999.9,52.0,37.9,0.0,999.9,0,685
4,2015,12,10,2015-12-10,48.3,38.4,1003.5,10.0,12.8,26.0,34.0,57.0,39.9,0.0,999.9,0,691
5,2015,12,11,2015-12-11,45.9,35.1,1005.9,10.0,8.6,15.9,20.0,57.0,41.0,0.0,999.9,0,742
6,2015,12,12,2015-12-12,49.7,45.2,1011.8,5.6,3.4,7.0,999.9,57.0,41.0,0.0,999.9,1,752
7,2015,12,13,2015-12-13,55.0,52.9,1010.1,5.7,8.2,17.1,25.1,61.0,46.4,0.02,999.9,1,651
1,2015,12,14,2015-12-14,54.7,51.1,993.8,8.4,15.0,25.1,33.0,61.0,46.0,1.1,999.9,0,739
2,2015,12,15,2015-12-15,41.3,35.8,1008.9,10.0,8.3,15.0,22.0,61.0,39.0,0.12,999.9,0,793
3,2015,12,16,2015-12-16,43.3,38.4,1007.9,9.0,12.9,19.0,29.9,53.1,39.0,0.0,999.9,0,722
4,2015,12,17,2015-12-17,33.4,24.0,1009.5,10.0,15.0,20.0,27.0,53.1,28.9,0.12,999.9,0,728
5,2015,12,18,2015-12-18,27.7,17.1,1014.7,10.0,11.0,21.0,27.0,32.0,24.8,0.0,999.9,0,653
6,2015,12,19,2015-12-19,23.3,12.8,1024.2,10.0,11.2,17.1,22.0,32.0,15.1,0.0,999.9,0,666
7,2015,12,20,2015-12-20,34.2,23.0,1022.2,10.0,10.6,19.0,28.9,50.0,15.1,0.0,999.9,0,693
1,2015,12,21,2015-12-21,46.3,40.1,1009.2,7.0,13.3,20.0,27.0,52.0,42.1,0.43,999.9,0,650
2,2015,12,22,2015-12-22,39.3,37.3,1009.9,5.0,6.9,12.0,999.9,52.0,35.1,0.29,999.9,0,694
3,2015,12,23,2015-12-23,47.1,45.5,999.8,4.3,11.3,22.0,36.9,59.0,35.1,0.02,999.9,1,754
4,2015,12,24,2015-12-24,42.1,34.5,1005.3,10.0,15.9,27.0,41.0,59.0,34.0,0.49,999.9,0,675
5,2015,12,25,2015-12-25,38.5,32.6,1021.8,9.7,5.1,12.0,999.9,44.1,32.0,0.0,999.9,0,498
6,2015,12,26,2015-12-26,39.1,34.8,1024.1,8.0,8.9,14.0,20.0,44.1,32.0,0.0,999.9,0,640
7,2015,12,27,2015-12-27,38.4,36.0,1021.6,6.3,12.9,22.0,29.9,42.8,35.1,0.31,999.9,1,627
1,2015,12,28,2015-12-28,33.5,27.4,1023.7,6.7,17.9,24.1,35.9,36.0,30.2,0.04,2.0,0,516
2,2015,12,29,2015-12-29,33.5,31.1,1008.3,7.2,10.6,20.0,22.9,39.0,30.0,1.47,1.2,0,624
3,2015,12,30,2015-12-30,28.8,23.6,1021.9,8.6,7.2,12.0,999.9,39.0,27.0,0.0,2.0,1,603
4,2015,12,31,2015-12-31,27.0,21.3,1023.9,9.6,8.0,9.9,999.9,9999.9,9999.9,0.0,2.0,0,611
