day,year,mo,da,date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_offences
7,2016,01,17,2016-01-17,7.5,-3.0,1017.6,10.0,14.2,19.0,24.1,30.0,1.0,0.0,999.9,0,537
1,2016,01,18,2016-01-18,0.6,-9.9,1025.7,10.0,12.9,17.1,21.0,9.0,-4.0,0.0,999.9,0,515
2,2016,01,19,2016-01-19,5.8,-4.7,1031.4,10.0,6.7,14.0,18.1,17.1,-4.0,0.0,999.9,0,610
3,2016,01,20,2016-01-20,16.7,9.2,1027.1,8.2,3.5,8.0,999.9,23.0,0.0,0.05,1.2,0,619
4,2016,01,21,2016-01-21,19.0,12.8,1027.3,9.9,2.9,7.0,999.9,28.9,9.0,0.0,1.2,0,634
5,2016,01,22,2016-01-22,23.7,18.3,1025.9,7.1,7.5,13.0,999.9,30.2,18.0,0.0,999.9,0,701
6,2016,01,23,2016-01-23,27.8,21.0,1023.6,9.4,6.4,11.1,999.9,33.1,19.0,0.02,999.9,0,722
7,2016,01,24,2016-01-24,27.1,19.0,1016.7,8.9,7.6,14.0,17.1,34.0,24.1,0.0,999.9,0,675
1,2016,01,25,2016-01-25,30.6,25.2,1011.5,8.5,6.8,13.0,999.9,39.9,24.1,0.0,999.9,0,744
2,2016,01,26,2016-01-26,32.7,28.5,1011.5,7.6,14.4,22.9,29.9,41.0,24.3,0.15,999.9,0,640
3,2016,01,27,2016-01-27,27.6,17.5,1022.4,10.0,10.0,17.1,24.1,37.0,23.0,0.02,999.9,0,669
4,2016,01,28,2016-01-28,34.1,26.7,1006.8,10.0,13.8,18.1,27.0,39.0,23.0,0.0,999.9,0,752
5,2016,01,29,2016-01-29,28.3,14.4,1012.9,10.0,9.5,17.1,999.9,39.0,19.9,0.0,999.9,0,746
6,2016,01,30,2016-01-30,37.5,29.1,1005.3,10.0,9.7,18.1,24.1,46.0,21.9,0.0,999.9,0,743
7,2016,01,31,2016-01-31,42.2,38.5,1002.4,7.6,6.5,13.0,999.9,48.0,35.1,0.0,999.9,0,665
1,2016,02,01,2016-02-01,36.0,31.1,1014.1,9.2,5.5,12.0,999.9,48.0,30.9,0.02,999.9,0,853
2,2016,02,02,2016-02-02,34.5,31.6,1016.9,5.4,9.8,24.1,35.0,45.0,30.0,0.0,999.9,0,614
3,2016,02,03,2016-02-03,35.6,33.4,1002.0,5.6,9.9,18.1,26.0,37.4,30.9,0.79,999.9,1,682
4,2016,02,04,2016-02-04,26.7,18.0,1020.9,9.8,9.9,13.0,999.9,37.0,19.0,0.02,999.9,0,670
5,2016,02,05,2016-02-05,28.9,20.8,1026.5,9.9,6.2,12.0,999.9,34.0,21.0,0.0,999.9,0,660
6,2016,02,06,2016-02-06,30.5,23.1,1025.4,9.2,6.9,15.0,19.0,41.0,24.1,0.0,999.9,0,696
7,2016,02,07,2016-02-07,37.6,29.1,1013.2,9.9,10.5,15.9,24.1,43.0,25.0,0.0,999.9,0,617
1,2016,02,08,2016-02-08,30.9,24.9,1005.9,9.7,9.1,15.0,999.9,43.0,27.0,0.0,999.9,0,570
2,2016,02,09,2016-02-09,19.3,12.6,1010.4,6.1,12.2,17.1,22.0,32.0,15.1,0.04,1.2,0,545
3,2016,02,10,2016-02-10,13.6,3.4,1016.9,9.2,11.2,15.0,22.9,21.0,9.0,0.02,1.2,0,565
4,2016,02,11,2016-02-11,13.0,0.2,1024.8,10.0,7.2,9.9,999.9,21.0,7.0,0.0,1.2,0,582
5,2016,02,12,2016-02-12,19.1,6.3,1023.6,9.8,10.8,22.9,29.9,23.0,7.0,0.0,999.9,0,647
6,2016,02,13,2016-02-13,9.4,-7.7,1034.1,10.0,11.7,20.0,29.9,23.0,1.9,0.07,999.9,0,597
7,2016,02,14,2016-02-14,13.9,2.2,1029.3,8.1,8.3,15.9,999.9,18.0,3.0,0.0,2.0,1,514
1,2016,02,15,2016-02-15,20.7,17.9,1014.3,4.1,7.3,14.0,20.0,27.0,9.0,0.1,2.0,0,553
2,2016,02,16,2016-02-16,27.5,21.9,1010.5,8.1,3.8,8.9,999.9,33.1,18.0,0.01,1.2,0,625
3,2016,02,17,2016-02-17,28.4,20.3,1021.0,7.9,6.3,8.9,999.9,34.0,23.0,0.04,1.2,0,641
4,2016,02,18,2016-02-18,29.6,21.5,1027.3,9.9,9.5,19.0,26.0,42.1,21.0,0.0,1.2,0,681
5,2016,02,19,2016-02-19,47.5,35.3,1006.7,9.9,22.5,36.9,54.0,62.1,39.0,0.0,999.9,0,775
6,2016,02,20,2016-02-20,49.1,32.0,1009.9,10.0,14.1,28.0,38.1,62.1,41.0,0.0,999.9,0,702
7,2016,02,21,2016-02-21,39.6,31.6,1018.1,10.0,8.2,12.0,999.9,57.0,35.1,0.0,999.9,0,707
1,2016,02,22,2016-02-22,35.1,27.1,1022.1,10.0,3.4,9.9,999.9,44.1,26.1,0.0,999.9,0,639
2,2016,02,23,2016-02-23,35.6,26.1,1019.9,9.4,4.5,9.9,999.9,45.0,26.1,0.0,999.9,0,630
3,2016,02,24,2016-02-24,34.8,27.3,1010.9,7.5,16.6,25.1,34.0,45.0,26.2,0.0,2.0,1,578
4,2016,02,25,2016-02-25,33.4,23.9,1010.9,8.8,16.4,24.1,33.0,37.0,30.2,0.15,1.2,0,699
5,2016,02,26,2016-02-26,31.1,16.4,1023.0,10.0,9.4,18.1,27.0,37.0,24.1,0.0,999.9,0,740
6,2016,02,27,2016-02-27,36.7,24.3,1016.4,9.9,10.7,15.9,27.0,54.0,26.1,0.0,999.9,0,692
7,2016,02,28,2016-02-28,51.7,36.0,1002.8,10.0,16.9,20.0,33.0,61.0,46.0,0.0,999.9,0,624
1,2016,02,29,2016-02-29,40.8,30.6,1009.8,10.0,14.1,22.0,32.1,62.1,32.0,0.08,999.9,0,646
2,2016,03,01,2016-03-01,28.3,23.2,1013.2,8.2,15.1,22.9,29.9,33.1,21.0,0.04,1.2,1,817
3,2016,03,02,2016-03-02,20.6,6.8,1020.3,10.0,7.6,15.9,999.9,32.0,10.9,0.06,1.2,0,610
4,2016,03,03,2016-03-03,30.1,24.1,1019.0,6.1,6.7,9.9,999.9,33.8,27.0,0.05,1.2,0,617
5,2016,03,04,2016-03-04,30.1,19.1,1021.7,9.7,6.0,12.0,999.9,39.0,19.9,0.02,1.2,0,704
6,2016,03,05,2016-03-05,33.5,28.4,1019.3,6.5,8.2,14.0,999.9,39.0,19.9,0.07,1.2,0,700
7,2016,03,06,2016-03-06,38.8,29.1,1022.2,9.2,9.2,18.1,24.1,52.0,29.1,0.0,1.2,0,714
1,2016,03,07,2016-03-07,51.3,39.9,1012.2,10.0,13.0,18.1,22.0,63.0,34.0,0.0,999.9,0,795
2,2016,03,08,2016-03-08,61.8,49.6,1011.3,10.0,13.3,22.0,28.9,70.0,46.0,0.03,999.9,0,723
3,2016,03,09,2016-03-09,61.1,55.1,1010.8,9.2,10.6,21.0,28.0,70.0,57.0,0.17,999.9,0,679
4,2016,03,10,2016-03-10,49.0,40.9,1017.3,10.0,6.7,12.0,999.9,63.0,45.0,0.01,999.9,0,716
5,2016,03,11,2016-03-11,42.7,34.4,1026.1,9.9,4.8,8.9,999.9,55.0,34.0,0.0,999.9,0,733
6,2016,03,12,2016-03-12,43.3,36.6,1022.3,7.8,3.7,8.9,999.9,59.0,33.1,0.0,999.9,0,746
7,2016,03,13,2016-03-13,46.8,42.8,1012.3,6.4,8.0,15.0,20.0,59.0,33.1,0.33,999.9,0,628
1,2016,03,14,2016-03-14,46.9,44.1,1005.3,6.0,4.4,8.9,999.9,54.0,42.8,0.6,999.9,0,684
2,2016,03,15,2016-03-15,49.5,45.2,1006.4,7.0,7.6,13.0,999.9,57.9,43.0,0.01,999.9,0,713
3,2016,03,16,2016-03-16,52.6,42.1,999.8,9.4,19.9,28.9,45.1,57.9,46.0,0.15,999.9,0,745
4,2016,03,17,2016-03-17,47.4,29.3,1009.4,10.0,15.0,24.1,46.0,55.9,39.9,0.03,999.9,0,738
5,2016,03,18,2016-03-18,41.3,27.6,1016.2,10.0,8.3,12.0,19.0,55.9,32.0,0.0,999.9,0,791
6,2016,03,19,2016-03-19,38.5,30.4,1021.1,10.0,7.3,11.1,999.9,48.9,33.1,0.0,999.9,0,699
7,2016,03,20,2016-03-20,36.8,25.7,1022.3,10.0,8.4,14.0,22.0,46.0,30.0,0.0,999.9,0,685
1,2016,03,21,2016-03-21,38.4,23.6,1020.9,10.0,5.7,12.0,999.9,48.9,28.0,0.0,999.9,0,699
2,2016,03,22,2016-03-22,47.8,31.3,1010.0,10.0,10.2,18.1,26.0,63.0,37.0,0.0,999.9,0,722
3,2016,03,23,2016-03-23,41.6,35.3,1009.4,8.2,11.5,17.1,24.1,57.9,37.4,0.0,999.9,0,686
4,2016,03,24,2016-03-24,37.1,35.9,1003.2,4.2,11.7,19.0,25.1,42.1,33.1,0.24,999.9,0,677
5,2016,03,25,2016-03-25,34.5,26.5,1015.5,10.0,8.2,20.0,24.1,48.0,28.0,0.96,999.9,0,717
6,2016,03,26,2016-03-26,40.1,31.9,1020.6,9.7,6.7,13.0,15.9,54.0,29.1,0.0,999.9,0,735
7,2016,03,27,2016-03-27,46.9,37.8,1015.2,9.3,6.8,15.0,999.9,63.0,31.1,0.0,999.9,0,631
1,2016,03,28,2016-03-28,45.1,36.9,1015.7,9.9,10.8,15.0,21.0,63.0,36.0,0.32,999.9,0,741
2,2016,03,29,2016-03-29,43.7,31.2,1024.7,9.7,5.1,12.0,19.0,57.9,30.9,0.0,999.9,0,739
3,2016,03,30,2016-03-30,48.9,35.0,1014.3,10.0,11.3,21.0,32.1,62.1,31.1,0.0,999.9,0,716
4,2016,03,31,2016-03-31,59.8,54.5,996.4,9.1,16.3,27.0,38.1,66.9,42.1,0.16,999.9,0,754
5,2016,04,01,2016-04-01,44.9,37.0,1005.1,9.9,8.3,20.0,28.9,66.9,39.9,0.36,999.9,0,827
6,2016,04,02,2016-04-02,35.2,25.1,1007.7,8.0,15.8,33.0,47.0,42.1,30.2,0.08,999.9,1,651
7,2016,04,03,2016-04-03,40.1,21.6,1012.5,10.0,13.4,26.0,36.9,9999.9,27.0,0.02,999.9,0,706
1,2016,04,04,2016-04-04,40.6,28.5,1013.4,9.6,14.1,22.9,35.9,9999.9,30.2,0.0,999.9,0,660
2,2016,04,05,2016-04-05,33.5,18.2,1029.5,10.0,7.5,15.9,22.0,45.0,24.1,0.0,999.9,0,677
3,2016,04,06,2016-04-06,44.5,37.6,1008.9,8.2,10.2,15.9,21.0,48.9,41.0,0.12,999.9,0,660
4,2016,04,07,2016-04-07,40.0,33.8,1004.4,9.1,12.5,18.1,24.1,50.0,33.1,0.21,999.9,0,742
5,2016,04,08,2016-04-08,36.9,27.7,1010.2,7.8,11.0,22.9,34.0,41.0,32.0,0.06,999.9,0,626
6,2016,04,09,2016-04-09,30.0,15.1,1021.1,9.6,11.8,22.0,33.0,41.0,21.9,0.1,1.2,1,689
7,2016,04,10,2016-04-10,37.1,27.1,1016.4,8.9,14.3,20.0,27.0,46.9,21.9,0.03,999.9,0,704
1,2016,04,11,2016-04-11,47.7,38.8,1011.0,7.5,10.3,19.0,26.0,51.1,33.1,0.07,999.9,0,676
2,2016,04,12,2016-04-12,39.7,21.5,1024.7,10.0,8.0,15.0,15.9,51.1,30.0,0.0,999.9,0,701
3,2016,04,13,2016-04-13,42.7,26.8,1027.0,10.0,6.9,12.0,999.9,55.9,30.2,0.0,999.9,0,715
4,2016,04,14,2016-04-14,47.7,29.0,1024.7,10.0,6.7,11.1,999.9,61.0,34.0,0.0,999.9,0,691
5,2016,04,15,2016-04-15,53.5,31.7,1023.0,10.0,6.7,9.9,999.9,68.0,37.0,0.0,999.9,0,811
6,2016,04,16,2016-04-16,57.6,38.4,1024.7,9.9,6.0,12.0,999.9,75.9,41.0,0.0,999.9,0,734
7,2016,04,17,2016-04-17,62.5,39.5,1027.5,10.0,5.0,13.0,999.9,79.0,41.0,0.0,999.9,0,708
1,2016,04,18,2016-04-18,65.7,39.7,1025.6,10.0,3.3,11.1,999.9,82.9,45.0,0.0,999.9,0,738
2,2016,04,19,2016-04-19,54.0,40.6,1023.1,10.0,9.2,14.0,17.1,82.9,46.0,0.0,999.9,0,703
3,2016,04,20,2016-04-20,58.1,41.6,1019.1,10.0,9.0,13.0,17.1,71.1,46.0,0.0,999.9,0,690
4,2016,04,21,2016-04-21,61.6,52.8,1010.3,7.0,6.7,20.0,28.9,71.1,55.9,0.49,999.9,0,714
5,2016,04,22,2016-04-22,51.2,44.0,1013.8,8.9,9.5,20.0,22.0,70.0,44.1,0.01,999.9,0,731
6,2016,04,23,2016-04-23,47.6,37.8,1021.4,10.0,7.2,13.0,17.1,60.1,37.9,0.0,999.9,0,694
7,2016,04,24,2016-04-24,56.2,42.6,1015.5,10.0,6.9,12.0,17.1,78.1,37.9,0.0,999.9,0,756
1,2016,04,25,2016-04-25,69.0,52.0,1006.7,10.0,10.7,15.9,29.9,81.0,57.9,0.0,999.9,0,758
2,2016,04,26,2016-04-26,53.4,46.0,1008.1,7.3,11.1,17.1,22.9,82.9,42.1,0.08,999.9,0,693
3,2016,04,27,2016-04-27,44.0,38.4,1013.2,9.0,12.6,17.1,22.9,46.9,41.0,0.0,999.9,0,661
4,2016,04,28,2016-04-28,44.9,40.7,1011.8,8.5,10.1,15.9,24.1,50.0,41.0,0.91,999.9,0,732
5,2016,04,29,2016-04-29,44.3,39.9,1018.1,6.9,7.6,12.0,19.0,51.1,41.0,0.02,999.9,0,719
6,2016,04,30,2016-04-30,44.8,39.9,1017.8,7.1,10.3,20.0,26.0,51.1,42.1,0.01,999.9,0,605
7,2016,05,01,2016-05-01,45.2,43.6,1015.0,3.5,11.8,15.0,24.1,48.9,42.1,0.63,999.9,0,820
1,2016,05,02,2016-05-02,49.3,38.7,1017.0,9.4,10.7,15.0,21.0,59.0,42.1,0.49,999.9,0,757
2,2016,05,03,2016-05-03,52.8,36.0,1014.0,10.0,6.1,14.0,19.0,66.9,39.9,0.0,999.9,0,735
3,2016,05,04,2016-05-04,52.3,40.3,1007.4,9.5,11.1,21.0,28.0,66.9,39.9,0.4,999.9,0,682
4,2016,05,05,2016-05-05,48.8,36.7,1014.0,10.0,11.4,19.0,28.0,61.0,41.0,0.0,999.9,0,701
5,2016,05,06,2016-05-06,59.2,41.2,1013.8,10.0,5.2,11.1,18.1,82.0,41.0,0.0,999.9,0,794
6,2016,05,07,2016-05-07,64.6,42.6,1007.9,9.9,12.3,22.9,32.1,82.0,42.1,0.01,999.9,0,742
7,2016,05,08,2016-05-08,55.0,31.3,1012.7,10.0,4.1,11.1,999.9,71.1,41.0,0.01,999.9,0,729
1,2016,05,09,2016-05-09,55.9,43.4,1014.2,10.0,10.1,19.0,25.1,71.1,41.0,0.0,999.9,0,732
2,2016,05,10,2016-05-10,54.2,52.9,1011.9,2.9,9.5,15.9,22.0,63.0,50.0,0.88,999.9,0,713
3,2016,05,11,2016-05-11,58.2,55.3,1015.2,3.7,5.7,8.9,999.9,69.1,51.1,0.5,999.9,1,758
4,2016,05,12,2016-05-12,61.2,56.3,1013.3,6.0,7.7,17.1,25.1,70.0,51.1,0.67,999.9,0,690
5,2016,05,13,2016-05-13,57.6,44.5,1014.6,9.8,10.1,15.0,21.0,70.0,48.0,0.48,999.9,0,808
6,2016,05,14,2016-05-14,46.3,37.0,1014.4,9.1,12.0,19.0,32.1,66.0,41.0,0.68,999.9,0,723
7,2016,05,15,2016-05-15,45.0,28.4,1019.0,10.0,8.5,15.9,25.1,55.0,35.1,0.0,999.9,0,739
1,2016,05,16,2016-05-16,55.7,34.6,1019.3,10.0,10.7,15.9,24.1,70.0,35.1,0.0,999.9,0,782
2,2016,05,17,2016-05-17,54.3,41.7,1021.8,10.0,9.4,14.0,20.0,70.0,46.0,0.0,999.9,0,692
3,2016,05,18,2016-05-18,52.0,36.4,1023.6,10.0,7.1,13.0,999.9,64.9,41.0,0.0,999.9,0,801
4,2016,05,19,2016-05-19,55.2,35.1,1022.8,10.0,3.9,9.9,14.0,69.1,39.0,0.0,999.9,0,764
5,2016,05,20,2016-05-20,58.5,37.3,1021.1,10.0,5.6,11.1,999.9,69.1,39.0,0.0,999.9,0,805
6,2016,05,21,2016-05-21,62.5,35.9,1019.2,10.0,8.3,14.0,22.0,75.0,44.1,0.0,999.9,0,792
7,2016,05,22,2016-05-22,66.2,41.2,1018.0,10.0,6.4,11.1,999.9,77.0,53.1,0.0,999.9,0,750
1,2016,05,23,2016-05-23,66.1,43.9,1015.7,10.0,5.7,14.0,999.9,81.0,48.0,0.0,999.9,0,782
2,2016,05,24,2016-05-24,71.9,46.9,1013.8,10.0,9.3,17.1,24.1,86.0,48.0,0.0,999.9,0,803
3,2016,05,25,2016-05-25,75.9,59.7,1014.2,9.7,8.2,22.9,34.0,86.0,60.1,0.0,999.9,0,721
4,2016,05,26,2016-05-26,71.1,64.1,1012.0,8.9,8.2,12.0,19.0,86.0,62.1,0.95,999.9,0,767
5,2016,05,27,2016-05-27,74.2,64.9,1010.9,9.5,8.1,17.1,28.0,82.9,62.1,0.0,999.9,0,800
6,2016,05,28,2016-05-28,73.0,64.9,1011.1,10.0,12.8,22.0,33.0,81.0,66.0,0.13,999.9,0,791
7,2016,05,29,2016-05-29,71.8,61.1,1014.3,9.8,11.6,19.0,24.1,81.0,63.0,0.13,999.9,0,798
1,2016,05,30,2016-05-30,74.5,57.5,1015.3,10.0,5.6,11.1,999.9,87.1,63.0,0.0,999.9,0,820
2,2016,05,31,2016-05-31,72.6,56.4,1014.7,9.2,7.7,22.9,33.0,87.1,63.0,0.0,999.9,0,756
3,2016,06,01,2016-06-01,68.1,62.4,1013.5,8.2,5.6,9.9,999.9,82.9,63.0,0.82,999.9,0,938
4,2016,06,02,2016-06-02,70.1,54.0,1015.2,10.0,5.9,8.9,20.0,79.0,57.0,0.16,999.9,0,800
5,2016,06,03,2016-06-03,70.1,53.3,1016.9,10.0,3.1,8.9,999.9,84.0,55.0,0.0,999.9,0,822
6,2016,06,04,2016-06-04,68.8,58.4,1011.7,9.3,6.9,12.0,999.9,84.0,55.0,0.0,999.9,0,827
7,2016,06,05,2016-06-05,68.2,58.3,1004.5,9.9,9.8,18.1,27.0,79.0,61.0,0.43,999.9,0,777
1,2016,06,06,2016-06-06,71.2,54.2,1004.2,10.0,10.3,19.0,28.9,82.0,59.0,0.03,999.9,0,792
2,2016,06,07,2016-06-07,63.3,47.9,1008.6,10.0,10.3,14.0,19.0,82.0,55.9,0.0,999.9,0,754
3,2016,06,08,2016-06-08,60.7,47.3,1014.4,10.0,6.0,9.9,999.9,70.0,51.1,0.0,999.9,0,744
4,2016,06,09,2016-06-09,61.0,50.9,1015.8,9.8,6.1,8.9,999.9,72.0,52.0,0.0,999.9,0,727
5,2016,06,10,2016-06-10,73.8,63.2,1013.6,9.5,7.5,17.1,24.1,90.0,53.1,0.31,999.9,1,765
6,2016,06,11,2016-06-11,82.4,63.1,1012.9,10.0,8.1,12.0,17.1,91.0,63.0,0.1,999.9,0,816
7,2016,06,12,2016-06-12,71.4,49.1,1018.3,10.0,10.5,15.9,25.1,91.0,62.1,0.0,999.9,0,852
1,2016,06,13,2016-06-13,67.9,47.8,1017.0,10.0,5.7,15.0,999.9,86.0,54.0,0.0,999.9,0,794
2,2016,06,14,2016-06-14,74.1,58.5,1011.1,10.0,6.7,14.0,999.9,87.1,54.0,0.02,999.9,0,835
3,2016,06,15,2016-06-15,78.4,68.2,1006.9,10.0,8.8,19.0,28.0,90.0,64.0,0.3,999.9,0,790
4,2016,06,16,2016-06-16,74.4,62.5,1007.8,10.0,10.0,17.1,25.1,90.0,66.0,0.0,999.9,0,821
5,2016,06,17,2016-06-17,70.8,54.8,1016.3,10.0,8.1,12.0,15.9,84.9,61.0,0.0,999.9,0,830
6,2016,06,18,2016-06-18,74.3,51.2,1021.3,10.0,5.2,13.0,14.0,87.1,57.9,0.0,999.9,0,763
7,2016,06,19,2016-06-19,77.7,56.0,1022.2,10.0,5.7,13.0,19.0,89.1,57.9,0.0,999.9,0,811
1,2016,06,20,2016-06-20,83.4,65.5,1017.3,10.0,11.6,19.0,27.0,91.9,78.1,0.0,999.9,0,857
2,2016,06,21,2016-06-21,75.5,50.7,1015.3,10.0,8.7,15.0,19.0,93.0,64.0,0.0,999.9,0,825
3,2016,06,22,2016-06-22,71.8,58.6,1012.2,10.0,6.2,12.0,15.9,84.0,64.0,0.0,999.9,0,749
4,2016,06,23,2016-06-23,70.3,65.6,1010.2,7.2,6.7,28.9,35.9,78.1,66.2,1.31,999.9,1,801
5,2016,06,24,2016-06-24,70.9,56.8,1016.6,10.0,7.4,12.0,999.9,82.0,62.1,0.0,999.9,0,807
6,2016,06,25,2016-06-25,76.7,61.4,1017.5,10.0,7.0,12.0,15.0,89.1,62.1,0.0,999.9,0,813
7,2016,06,26,2016-06-26,81.3,68.7,1014.7,9.8,9.2,12.0,22.0,90.0,64.9,0.0,999.9,0,775
1,2016,06,27,2016-06-27,79.6,60.0,1015.8,10.0,9.1,15.9,26.0,90.0,69.1,0.03,999.9,0,771
2,2016,06,28,2016-06-28,68.2,53.5,1019.7,10.0,9.9,15.0,20.0,90.0,63.0,0.0,999.9,0,767
3,2016,06,29,2016-06-29,66.8,50.2,1019.8,9.9,5.2,11.1,999.9,81.0,55.0,0.0,999.9,0,804
4,2016,06,30,2016-06-30,69.4,50.6,1016.3,10.0,6.9,21.4,999.9,81.0,55.0,0.0,999.9,0,847
5,2016,07,01,2016-07-01,68.5,56.1,1015.9,10.0,9.0,15.0,21.0,78.1,61.0,0.0,999.9,0,962
6,2016,07,02,2016-07-02,65.5,47.8,1020.8,10.0,4.1,12.0,999.9,75.9,54.0,0.0,999.9,0,756
7,2016,07,03,2016-07-03,68.0,51.4,1018.4,10.0,6.0,13.0,19.0,77.0,54.0,0.0,999.9,0,782
1,2016,07,04,2016-07-04,70.8,60.1,1012.6,9.6,6.5,11.1,20.0,79.0,55.0,0.0,999.9,0,848
2,2016,07,05,2016-07-05,75.5,64.5,1010.9,9.4,6.1,12.0,14.0,87.1,66.0,0.0,999.9,0,895
3,2016,07,06,2016-07-06,77.4,66.9,1009.6,9.1,8.7,35.0,44.1,88.0,66.0,0.75,999.9,0,742
4,2016,07,07,2016-07-07,76.8,68.8,1009.1,9.8,5.4,14.0,18.1,88.0,66.9,0.12,999.9,0,790
5,2016,07,08,2016-07-08,75.9,66.7,1009.1,6.8,8.3,17.1,25.1,86.0,68.0,1.05,999.9,1,790
6,2016,07,09,2016-07-09,73.1,58.9,1014.1,10.0,9.8,14.0,999.9,86.0,64.9,0.0,999.9,0,729
7,2016,07,10,2016-07-10,72.4,56.5,1017.4,10.0,3.8,11.1,999.9,82.0,60.1,0.0,999.9,0,760
1,2016,07,11,2016-07-11,78.3,65.6,1013.9,10.0,8.4,15.9,22.0,90.0,60.1,0.0,999.9,0,701
2,2016,07,12,2016-07-12,81.1,69.3,1010.2,9.9,11.9,17.1,22.9,90.0,69.1,0.0,999.9,0,780
3,2016,07,13,2016-07-13,77.8,68.9,1011.0,10.0,7.8,18.1,24.1,88.0,68.0,0.0,999.9,0,726
4,2016,07,14,2016-07-14,76.0,64.1,1010.0,10.0,12.3,22.0,32.1,88.0,66.9,0.06,999.9,0,769
5,2016,07,15,2016-07-15,70.8,58.2,1013.8,9.3,8.9,15.9,19.0,88.0,64.0,0.0,999.9,0,846
6,2016,07,16,2016-07-16,67.3,56.1,1019.3,10.0,4.4,11.1,999.9,77.0,57.0,0.14,999.9,0,780
7,2016,07,17,2016-07-17,70.5,59.4,1016.6,10.0,9.6,21.0,28.0,82.9,57.0,0.0,999.9,0,789
1,2016,07,18,2016-07-18,78.6,67.1,1018.1,10.0,5.1,12.0,999.9,88.0,61.0,0.25,999.9,0,799
2,2016,07,19,2016-07-19,78.6,62.9,1022.0,10.0,4.1,8.9,999.9,91.0,68.0,0.0,999.9,0,791
3,2016,07,20,2016-07-20,78.8,65.7,1021.4,9.9,5.4,8.9,999.9,91.0,68.0,0.0,999.9,0,825
4,2016,07,21,2016-07-21,81.0,72.2,1017.6,9.7,7.2,12.0,19.0,91.0,69.1,0.0,999.9,0,785
5,2016,07,22,2016-07-22,79.2,70.9,1015.2,9.5,8.0,19.0,29.9,91.0,72.0,1.04,999.9,0,792
6,2016,07,23,2016-07-23,84.6,74.6,1014.3,10.0,3.7,21.0,35.0,91.0,72.0,0.01,999.9,0,814
7,2016,07,24,2016-07-24,78.5,72.6,1012.0,9.1,11.2,20.0,32.1,93.0,70.0,1.12,999.9,0,790
1,2016,07,25,2016-07-25,79.0,66.4,1013.8,10.0,7.2,13.0,999.9,93.0,71.1,0.93,999.9,0,827
2,2016,07,26,2016-07-26,78.9,63.5,1016.3,10.0,3.1,9.9,999.9,89.1,69.1,0.0,999.9,0,877
3,2016,07,27,2016-07-27,79.3,63.2,1015.1,10.0,3.2,9.9,999.9,89.1,68.0,0.0,999.9,0,795
4,2016,07,28,2016-07-28,76.8,67.2,1012.2,9.0,5.0,12.0,999.9,89.1,68.0,0.0,999.9,0,774
5,2016,07,29,2016-07-29,73.2,68.8,1012.5,9.0,6.6,13.0,18.1,84.0,70.0,0.66,999.9,0,802
6,2016,07,30,2016-07-30,72.3,65.6,1014.1,10.0,8.3,12.0,999.9,81.0,70.0,0.11,999.9,0,927
7,2016,07,31,2016-07-31,72.7,63.9,1016.1,9.9,6.0,9.9,999.9,81.0,64.9,0.0,999.9,0,813
